ID	ZT00	ZT00	ZT00	ZT00	ZT00	ZT04	ZT04	ZT04	ZT04	ZT04	ZT08	ZT08	ZT08	ZT08	ZT08	ZT12	ZT12	ZT12	ZT12	ZT12	ZT16	ZT16	ZT16	ZT16	ZT16	ZT20	ZT20	ZT20	ZT20	ZT20
OT_ostta07g03880	5808118.131	6202775.483	4587583.86	4648548.584	5604723.759	5999870.523	6245958.792	6445283.142	6011791.324	6434187.957	6432598.845	6987434.244	6329683.664	5891114.21	6354186.883	6614656.885	6881351.158	7085923.751	6364620.084	4971423.189	6397602.71	6011297.116	5403872.577	7004194.773	5120202.73	5769676.403	6613296.961	5815616.236	6232555.422	4334998.332
OT_ostta10g03390	2056709.065	1935548.608	1665857.97	1597524.702	1775991.66	1877923.497	2377148	1764926.951	1855591.582	1901787.291	2362523.7	2002567.373	2072416.252	1708132.809	2300107.13	2087823.639	2238755.864	1990330.642	2069208.383	1627118.714	2367012.983	1980961.356	1798936.682	2198275.819	1612274.005	1907848.709	2137706.008	1753101.3	2062198.395	1356003.809
OT_ostta16g02190	430746.231	300194.7331	242405.4786	266989.2572	315061.5002	278429.7177	288626.7599	238090.4395	254739.2754	300643.2944	400106.4748	340394.1467	372680.8595	287885.6759	332305.2572	323789.8599	354789.0642	336822.5539	469363.093	305007.9837	317425.7953	348932.8223	336986.1057	444229.0018	247869.6682	317722.2585	445023.7803	252769.5963	424832.6893	337637.89
PsbA_1	9957986.029	9647180.901	7638536.488	7456456.025	9232652.025	9743763.208	10939474.1	8926860.636	8102537.736	9473606.968	10394262.97	10304257.98	10181144.96	9626108.913	9414397.756	9172058.321	10898735.45	9785843.001	10645238.57	8587737.576	10801121.93	10370299.84	9606241.909	10818238.9	8859450.512	8745286.812	10682446.76	7353594.187	10786646.03	8529338.906
OT_ostta07g01290	1336684.23	1330322.25	1414041.38	1144978.56	1302113.302	1331734.344	1598661.431	1320543.19	1338707.838	1224294.543	1784360.791	1455039.664	1377262.863	1236389.545	1198809.172	1268094.53	1606501.812	1386242.651	1622107.399	1410907.349	1726419.03	1381496.266	1448359.903	1493860.109	1294300.804	1517741.939	1793271.763	1176040.202	1903476.581	1254121.901
OT_ostta11g03110	3654019.55	3797985.551	2871150.922	2729114.807	3991614.048	3540992.051	4609887.762	3257715.331	3532063.425	3114915.031	4006101.965	3460530.42	3637456.236	3616258.606	3825408.158	3245919.78	4430307.126	3715194.645	4206972.719	3255881.545	4164489.823	3894229.587	3673812.881	4359284.479	3523432.287	4289244.08	5171683.068	3631732.689	4597376.438	3197631.788
OT_ostta05g00220	1089307.92	913967.5406	843068.6041	800522.8021	1037846.987	1070715.946	1378885.919	949380.3352	914729.7065	989166.0947	1242772.015	964532.509	956039.3575	1023555.657	1186372.454	1305768.171	1192968.043	1181874.088	1152991.78	930801.5895	1183100.351	1094570.841	999084.4315	1231797.903	972445.9113	1242844.124	1333435.407	924026.1461	1275653.312	872269.4599
OT_ostta03g01030	1978722.605	1737451.861	1571604.856	1271943.905	1753789.761	1860946.885	2297377.159	1619142.666	1606886.307	1386989.336	2308378.047	1608129.339	1674117.263	1703411.995	1966438.744	2010959.917	1929660.25	1902365.183	1927166.798	1395926.225	2267013.361	1671729.395	1762592.97	2215112.672	1604273.528	2036234.952	2551728.619	1527328.988	2336195.45	1481945.602
PetB	5038822.42	4091524.182	3570315.832	1944970.908	3034652.331	7293343.188	3547947.662	7954269.781	6529466.482	6956873.621	8851844.851	8100645.514	6632216.803	6507973.662	5723057.611	6546197.513	4179511.872	5524726.503	7187531.935	4005100.752	5408697.357	6284867.351	6035022.592	7728530.681	3811067.537	6583009.713	4815971.686	9681741.535	8257764.946	5046083.855
OT_ostta10g02570	488161.2135	493840.5998	319352.542	282511.9937	353912.615	441389.6437	273507.1515	506222.5589	457938.9001	865970.3626	559346.4921	549649.9671	622395.0724	390038.5282	597778.3824	587944.1706	442631.3933	498056.6971	633838.4479	372525.2705	560259.1493	476302.6175	441750.4786	546570.8954	323276.1852	504391.3779	482750.4488	589853.8791	465554.6643	446596.9336
OT_ostta11g01940	3053777.629	3135462.346	2667979.346	2684076.208	2680914.385	3003836.759	2724662.133	3056391.479	3330913.161	2977076.726	3213064.934	3187221.51	3488480.888	2613368.021	3195062.037	3389099.451	2823203.164	2930994.398	3630649.642	3112812.777	3763584.58	2806315.222	3550833.946	3397667.836	3251591.645	3120320.898	3249606.524	3742516.687	3624679.076	3631327.295
OT_ostta05g03770	15458788.95	10704318.92	6965687.828	4534791.911	4691731.755	11418938.6	5530601.213	9307061.602	11264101.18	7988905.743	11573654.31	17485754.72	19894359.32	15066802.38	20347914.97	22143814.88	16228899.23	14796001.61	17330137.48	8175867.707	21024677.36	12539494.57	12491265.42	9534037.113	9643764.748	20087836.9	16370017.31	20548466.88	12511960.43	14094525.87
OT_ostta08g00200	1222788.906	1066558.801	666987.0341	628746.2337	450588.9509	1013022.42	678216.3988	860986.1254	974254.6563	946862.8604	997231.4909	1374842.778	1717727.514	1344559.469	1631806.168	1599835.961	1309295.731	1189982.565	1273260.991	768158.6701	1622764.143	997856.8505	1196962.9	720070.7352	822931.9424	1603188.881	1274093.684	1567879.602	1050738.045	1443466.435
OT_ostta10g00500	6857.78443	4348.284878	15257.55088	12718.6103	2663.136156	11504.14319	9089.876184	9248.088349	8695.79326	8692.489802	210193.8415	30796.90826	36748.34579	27739.9522	28979.69721	51033.05048	38833.56099	62892.44271	61392.09931	32031.41869	101019.7039	23432.60372	30083.78739	30505.25609	33511.8975	10650.75411	15425.51614	9210.480491	29874.1728	14176.47498
OT_ostta02g04360	15121839.1	14955549.79	13536397.34	14191919.75	16650601.22	16570314.88	20230392.67	19212987.04	18377358.4	17814048.74	35674684.76	29127854.5	29461974	28864267.49	35795810	44102464.72	50276871.22	47790653.93	41449582.26	37184085.55	34995365.31	30994379.8	31104422.17	38038888.03	27266895.49	26927732.62	32424332.3	27879275.45	29153531.96	24422384.45
OT_ostta06g03620	92488.9057	47122.85075	73924.94244	72355.56527	71755.07589	144403.7732	84600.48102	75999.97183	71566.78471	93894.33386	634566.5716	377104.7812	649412.1684	458983.1598	523618.0982	1208154.412	1191773.077	1032221.5	1061055.142	859238.9072	611601.9763	536027.6301	513595.7772	576568.9982	464502.3795	208359.8016	178937.5275	159158.0604	154784.2987	140460.703
OT_ostta04g00370	46336.22905	35448.93294	41478.30718	34729.05197	27698.93136	62866.5181	70708.59847	38828.01244	61119.66913	53393.84838	267105.615	178811.6634	222997.7632	199749.9885	252013.5175	389464.6807	383252.5479	452583.3577	398232.0136	329036.1132	327480.9158	301381.2152	306246.2192	459672.0596	243593.5093	111519.0931	99063.59106	84406.75109	72828.72907	81064.29317
OT_ostta18g01090	10304150.6	10686028.03	9698364.319	10264382.54	12019133	6686659.34	11322559.02	8051718.523	11463317.42	11553284.32	14338021.26	18309939.58	16332311.92	16046422.86	18862884.66	22888481.01	22128106.52	26695442.52	22069737.93	18827784.91	11578044.72	14658783.7	12484537.49	16653717.02	16889197.61	17105299.46	16831923.87	16754501.12	16587124.48	13875590.34
OT_ostta07g02710	273307.3296	173350.7406	243481.7085	155481.0163	191694.5964	231162.0416	147661.1385	120979.9065	89581.83857	154808.5769	335469.0572	309447.6257	261617.8724	199797.0021	256919.4993	524461.6429	487416.9485	499152.5814	471602.2959	378288.6618	476550.7375	446571.8131	401963.3861	553845.3778	276792.0411	329429.6678	393466.7929	244191.1505	324237.7773	388394.1207
OT_ostta01g00090	515277.673	415255.6163	285490.1454	241194.3244	385172.7883	281742.1437	252280.1271	246257.6612	290394.416	158032.0245	578257.0022	603256.9802	516746.7727	443217.5339	517814.3045	1287645.934	934174.1064	1283478.464	1036795.28	634596.5046	953697.6433	868121.7777	743905.9435	934618.7549	702140.4007	782355.1729	885086.7375	546626.0142	588154.1118	370901.1905
OT_ostta07g03440	29206.6966	42713.36538	22682.19943	17695.29121	27026.65488	16393.50163	33837.41659	14469.78718	17255.45496	29757.91937	92725.67029	50294.4697	48912.59135	51813.78556	48694.20941	283896.1868	255178.9738	305594.2709	256831.802	223619.551	192468.7856	163232.907	134668.9715	187265.2711	123381.2837	80356.92392	101749.7181	48982.78786	62724.44709	76105.19507
OT_ostta06g02940	1447416.8	1088601.505	917667.8444	1048191.765	1251685.305	870401.2396	1165530.928	1113351.193	1053270.451	1168977.949	1565822.801	1912715.354	1566781.27	1445925.323	1755746.746	2528986.888	2992652.244	2645574.451	2440503.463	1929637.997	2349771.394	2194228.849	2019725.213	2135952.474	1742356.738	1768349.724	1869157.652	1546637.604	1779934.612	1609693.39
OT_ostta06g02890	488195.2228	432221.0759	343636.9737	328427.0787	431646.5894	390771.7473	475267.4412	407479.8013	357486.4306	392353.3544	601237.7176	549083.7322	493670.4452	489796.9732	572263.2222	894079.9867	803552.7948	916204.332	829815.7353	615640.9839	773388.5438	670210.0711	640879.0421	861802.2828	571979.2679	640188.5454	702902.2023	511200.6426	636385.4908	575539.6558
OT_ostta17g01170	204152.3409	184553.9708	182684.1566	165516.6539	198347.6513	169284.8067	224495.8882	197183.7506	201564.069	265782.9022	284422.5081	232995.1828	242550.4678	221454.7265	214782.9777	301744.1963	292303.2544	282752.037	259588.9295	214366.5727	244313.0388	254902.7105	202108.1599	278020.1649	199155.1877	210625.7528	260307.7611	165761.9111	237861.8161	253192.7432
OT_ostta05g01230	8752254.853	8113924.725	7462139.884	7325078.894	8569242.967	8162251.191	9266612.385	9238405.37	8549208.77	10394969.28	11805448.74	9645370.088	11052290.56	9647595.859	10448461.4	10083089.67	10651263.03	11586933.07	10506209.05	8900057.161	9525588.902	9099680.421	9523645.236	11994886.62	8227749.866	9746052.729	11274188.5	8257243.179	9852300.126	10067249.27
OT_ostta03g00920	862955.1072	806004.5339	661025.96	646637.6871	784657.5195	707480.0901	824458.4662	797382.1343	769697.9898	935668.987	1027208.068	853982.333	879553.2949	825769.9229	885765.8074	1046773.395	944180.1446	1092020.572	921649.3658	753380.0037	955898.0792	930600.239	767072.4414	1127437.544	741964.4247	966461.4228	1050676.846	737868.9742	836943.7363	846939.9531
OT_ostta18g01880	394514799.1	336472400.1	350381289.5	370399237.5	378912574.5	349899697.5	436399058.6	403420488.7	360660174.5	432039376.3	487474152.6	401875958.5	423167556.2	399297885.5	420408198.3	394479129.6	482607206.4	471524191.4	426889949.9	403402543.7	453523355.8	410159872.7	460030152.8	523472141.4	392803693.9	431378993.7	442663262.6	406872531.6	437126230.3	477304188.4
OT_ostta03g02300	427432.1834	458454.8284	388262.5771	409701.3457	508758.6478	437771.9279	539280.777	484285.2833	416113.6422	581125.0258	545086.4303	461853.6141	429527.0157	461015.1795	537079.0182	631554.4839	666908.6992	699191.9147	547878.8549	456992.4246	606895.5479	542092.6807	490065.0728	697707.7525	450822.8701	506336.0765	537976.9897	543694.5988	615712.3259	566849.984
OT_ostta09g04130	760791.2572	700495.6571	559181.3933	611514.0617	681844.7881	573353.9399	809178.2973	671759.377	645912.8963	872345.3146	830975.7813	719494.0303	728068.9858	717079.1983	864002.2881	840102.5981	942930.2387	933293.8931	919052.4157	732827.1063	928387.1699	824552.144	799439.4676	942015.4832	716388.7208	736699.7941	870941.1154	719426.5514	812801.1118	762575.176
OT_ostta10g03420	60451599.22	54541562.68	47137215.09	46329230.65	55086221.35	55413061.54	65011890.34	57865931.63	53640959.47	65789265.86	76689725.5	59470714.59	65267395.44	65426612.03	77079985.17	75929398.3	81080504.11	86515154.51	71423806.23	59167605.68	74316247.7	66920279.7	70434820.41	93521877.39	58866709.76	63428315.39	72854626.98	67777738.62	69316774.41	61159657.43
OT_ostta03g02830	16717706.48	16460866.23	13246973.81	13252736.9	16786851.72	15795717.04	20289472.67	16703444.89	15011222.66	17023225.35	22497318.91	16553491.51	16723245.18	17395854.46	19074453.06	21324497.09	25741666.67	25182627.53	21523043.21	16515919.28	21465141.78	19780889.03	17274144.17	26434212.87	15911103.3	20359670.59	21707723.05	18973237.54	22405106.65	17387130.56
OT_ostta05g02740	5882327.635	5141593.757	4497587.597	4877760.839	5302030.292	5558049.501	6668837.243	6354120.428	5984374.006	7644176.545	8254215.994	8005643.469	7477716.818	6917597.061	7643728.546	8533348.409	9472188.313	9394573.119	7834174.138	6842674.548	7532562.916	6916347.241	6161050.345	8054837.623	6295994.853	7284230.001	7618539.948	6432706.266	7200663.645	6900423.165
OT_ostta01g03030	2455755.646	2182017.208	2220068.322	2131175.667	2506498.77	2314471.712	3053494.53	2662510.876	2689239.601	2961559.371	3409894.248	3268135.876	3017618.469	2981183.378	3300074.551	3803333.35	4143173.426	4122257.29	3233703.438	2648388.529	3431195.548	3261096.559	3132863.718	3850628.893	2898654.728	3382379.167	3632961.706	2964443.45	3391368.081	2883380.273
OT_ostta14g02420	15710341.25	16583521.57	14401698.36	14806000.14	18201095.35	16117579.86	21152171.16	17486163.75	18146247.38	18630731.55	24051008.42	20731638.67	20805091.06	20960470.34	23064400.38	25940698.65	30792977.93	27923551.13	23617502.54	20132532.41	26118835.44	20965468.69	20757876.49	26349981.07	19505981.72	22739391.45	26384347.52	22007467.55	22518571.86	19935227.55
OT_ostta10g03200	44837915.68	43695149.3	37610583.36	40745234.56	47656593.29	44811126.68	56790604.5	49786407.37	43514410.5	52983976.1	66119361.1	54433507.9	55272439.55	51200106.75	59860195.82	67796455.31	75595187.91	73074074.21	60395449.3	53485506.6	62160751.11	56974871.05	55246290.22	69391807.78	51237680.98	58863592.46	66312212.14	53413873.79	56382599.86	50435631.61
OT_ostta17g02150	3376448.166	3004788.538	2991900.115	3501993.905	3384123.1	3451225.834	4338670.128	4008889.08	3651849.609	4853456.423	4543326.454	4175389.73	3957325.085	3887477.123	4451679.078	4834161.855	4663228.154	5392306.559	4119073.563	3579455.843	4307629.206	4311431.683	3955877.341	4965329.63	3882998.061	4679837.749	4999529.924	4444192.198	4331629.721	4182453.018
OT_ostta06g00700	74029401.51	66965778.32	63513334.6	69643389.77	70368048.68	66577808.09	79378393.02	79201894.4	67354589.22	85838977.12	95500058.37	74844848.59	75595212.33	77886525.25	82694011.08	86362504.2	92238153.52	95723877.5	77484858.43	70421493.48	85899304.04	80319357.51	82633894.12	94267137.09	71837203.6	76309809.23	87073889.55	79164665.78	85256593.36	78520628.19
OT_ostta07g00230	543459.8022	380691.4986	435615.2002	374132.28	429162.5564	410898.4364	431972.6254	381220.7917	382459.1715	482998.0889	737953.5834	631105.8058	737998.3593	583506.5006	695231.4255	585495.9299	575359.7707	718893.2426	547550.4986	466346.5887	562185.198	663771.792	578420.4591	724793.9753	414656.9396	507537.4512	643566.0853	425807.2985	443431.6143	498035.5776
OT_ostta20g00080	21780431.18	16949746.47	16842581.98	17504541.27	17103074.7	19429589.48	20330969.59	17619164.58	17849683.15	22451095.7	26839169.73	19274133.9	25044133.61	20920698.71	27348730.03	22735263.42	22748177.49	23307346.03	22147863.83	19500764.14	22777586.87	21233061.81	20245777.58	24621585.42	17552054.54	20813253.02	21561614.6	18857561.81	19415521.18	20654775.83
OT_ostta08g02360	3861344.76	3454407.295	2859764.473	3140414.941	3504917.182	3913156.254	4887893.516	3785252.997	3979414.29	4605191.693	5853077.236	4910400.121	5582561.261	4571747.267	5931993.811	5332490.1	5903764.378	4824921.987	5093317.34	4481367.306	4662928.996	4176252.014	4132784.189	5251059.218	3980053.707	4511241.353	5013660.115	3833976.935	3824493.682	3763363.79
OT_ostta06g01150	618562.596	609404.6419	486373.8036	462922.6728	561514.1128	711034.0117	586464.0845	677051.4435	725230.7562	764147.2164	1009835.582	851000.7017	985233.5629	826065.9365	940502.2043	748007.1905	874564.1169	981954.8934	852192.1433	631985.656	796326.2654	721224.581	769258.4499	954578.662	582145.4144	696223.8216	796434.7744	639476.3059	697978.8698	668286.0697
OT_ostta07g02780	274530.4055	211468.5864	176663.5859	238735.3437	271635.3306	247636.6661	342945.4253	317207.3369	282631.9917	281706.6766	351351.5077	286678.022	303958.0001	273573.2942	371875.929	303050.9314	326318.8808	399949.879	296730.8147	234455.6674	323082.0183	293754.4583	291648.6862	373755.2326	245006.4051	315718.944	334257.0687	326457.5616	222290.8534	256890.8358
OT_ostta10g01470	5742263.008	5579271.235	4982987.101	5207775.846	5882297.337	5812762.716	7012107.357	5756134.043	5562630.282	7377760.844	7222882.367	6279625.802	6854020.461	6932438.045	7785702.177	6531723.881	7442080.238	8235392.75	6771302.835	6021348.433	6063093.602	6209358.393	6507176.591	7807837.456	6105688.363	5777454.109	6397198.435	5678129.718	6326345.736	6011301.437
OT_ostta09g03980	319921.6806	369781.677	323353.6673	277676.3439	419501.4689	358458.919	434275.9315	381372.9448	330432.6194	495973.6126	525174.8977	408013.9511	447639.4763	377892.6603	462005.6241	416499.3588	469929.0034	596741.6961	495831.253	363211.1899	550992.2506	403999.2842	404102.0812	584503.8676	367652.6641	398946.3225	429270.9622	411910.8727	404063.5637	329539.8437
OT_ostta10g02260	737023.6427	838989.4823	645765.637	626454.7451	713391.701	787442.6795	866968.6983	681263.0362	699143.6276	601616.9208	949718.5961	716001.5849	667389.8578	668484.802	661312.9437	1034685.746	773528.6717	1106252.295	854372.1048	615429.4196	733166.1055	838401.6249	712982.9585	753389.1079	625180.2936	797418.2183	750410.7919	697801.3387	850471.5397	692467.8561
OT_ostta17g01590	464969.7374	494255.5621	498515.5615	424169.07	529248.6561	424921.6298	482158.5962	539268.373	450298.9325	518583.2486	576197.8741	484322.0563	431504.5527	431285.8017	382243.0633	583818.6613	555093.6696	593711.4491	524666.6366	394415.6154	611941.034	570852.7958	470704.911	490863.7511	438502.7068	558307.5419	589421.3234	445278.8911	564604.7318	487329.9032
OT_ostta09g00920	270265.3424	273724.2878	256965.6068	247358.1037	320195.8128	225370.281	328302.9021	306088.8292	254265.93	295126.3263	328655.3671	293438.7974	253880.1429	268982.8824	293745.1591	331540.0941	332139.0895	398153.9084	376755.5186	220240.4305	360990.4961	314289.7393	296841.0712	277979.0116	241771.7804	335247.7746	315197.2554	293843.8888	362928.57	235879.0402
OT_ostta18g01330	165975.5902	141039.5901	128935.1941	130598.9414	164762.897	118187.1271	168898.7012	192305.1098	127418.1302	179813.4084	222758.3232	130643.1604	149213.9514	135145.7333	158216.5598	242456.0433	229652.3433	245262.0825	188888.188	119295.163	271867.4242	204923.2175	185683.0891	221328.7058	153709.8342	225949.6593	258543.0201	148614.788	206279.0335	134238.9411
