ID	ZT00	ZT00	ZT00	ZT00	ZT00	ZT04	ZT04	ZT04	ZT04	ZT04	ZT08	ZT08	ZT08	ZT08	ZT08	ZT12	ZT12	ZT12	ZT12	ZT12	ZT16	ZT16	ZT16	ZT16	ZT16	ZT20	ZT20	ZT20	ZT20	ZT20
OT_ostta12g02770	1708008.663	3391434.606	1737385.962	1252040.204	1679017.683	1666556.026	1355703.137	2135071.944	1763847.353	1386026.63	1912995.324	2140206.744	1988256.159	1752919.62	1898967.977	1993058.374	1792250.707	2086393.375	1849458.558	1489709.483	1990742.574	2033598.254	1919341.113	2490903.56	1646027.85	2011183.331	1968257.436	2024041.058	1741009.395	1556631.377
OT_ostta15g00350	218495.4328	209235.0268	228623.8304	139847.4495	156790.1536	145719.5029	148509.7673	160977.9381	155178.4072	195815.7043	226025.6285	210593.8368	201707.2893	163938.1273	170062.5296	211631.7126	204230.372	248855.5078	211867.2068	163813.3035	200518.6886	229256.7093	212568.3133	256912.1412	209929.0138	233070.3562	176906.5433	209754.3383	220109.7795	208780.7847
OT_ostta06g01940	20064.92107	29259.79925	18326.78813	11597.1551	21688.61208	13584.32139	13795.26562	21757.6525	14977.33364	23747.3557	22389.41594	25079.05706	23708.70574	25021.57542	18537.95337	31251.89552	18558.608	34501.49341	28805.26411	14308.21068	21139.33389	25883.50877	19267.45867	27503.79726	21959.18964	22557.54215	15642.84123	31691.55049	26467.68829	20646.89051
OT_ostta04g05050	210852.1884	226195.3396	208691.6956	186161.8586	244966.5866	244806.7353	223830.278	240903.2975	224208.9792	221908.0835	228395.7312	347678.3894	351975.1011	351083.9562	294378.9693	304266.28	369805.2843	308886.0532	242924.1215	217622.5396	272387.9351	285821.2613	266525.3181	228735.2096	306329.738	303850.5267	275900.0821	284267.4686	195528.445	244647.9503
OT_ostta01g01720	75509.82964	64947.19166	47244.44406	40309.65704	61203.66038	54933.51531	55844.60706	61432.92514	68694.55681	55923.94396	63358.51717	93884.1021	67746.12544	66604.22746	62866.74285	83448.93974	93194.68652	81021.20838	56959.98411	52954.19645	71525.41428	83112.01503	58724.91065	71772.43698	71143.65552	83617.8139	78250.48728	64049.651	61327.20934	48125.6212
OT_ostta14g02930	105703.2755	110945.7715	74844.99269	86502.49428	118500.6766	91816.16107	62830.00954	101292.3742	115695.0654	55410.59857	95400.5162	110954.3326	97016.47961	86745.32357	63995.96465	105255.5426	100014.8677	122122.234	103745.9822	79736.72147	108233.297	100066.758	75277.23775	102926.3784	85796.72093	113695.664	105521.9917	96034.77162	88642.82728	68240.83714
OT_ostta14g01160	161846.0604	200724.4992	160723.579	163999.6859	175223.7939	159478.9965	170728.9073	169574.4806	203568.6465	118212.3979	186612.173	177925.8691	140339.7578	162676.7861	139908.3633	204824.6817	209465.0104	214121.9695	134196.1087	156225.5564	200987.7922	203313.0247	164319.3942	154067.7012	164624.1486	190938.8846	208843.3	139965.7435	150575.1698	172221.9561
OT_ostta03g00180	11113383.49	10603129.83	10112699.92	11318640.94	11323104.43	9092472.639	11177436.05	9269695.317	9184412.874	13873621.68	10375385.29	9180636.307	9513831.128	9876665.396	9468840.466	10563674.71	11382462.88	10630261.48	11315841.96	10327430.76	10761880.38	10108187.56	9576123.477	10206972.06	9945046.455	10564011.23	10906422.87	9715577.584	11289375.27	9233049.205
OT_ostta06g02270	3157996.852	2827856.792	3044492.469	3035768.616	3428963.852	2720211.409	3545196.738	3090694.693	2657708.979	3884289.543	3182963.836	2509663.432	2890955.961	2646536.748	3158804.629	2966144.161	3305406.524	3125642.818	3168670.635	2837710.907	3399364.682	2953240.17	3080497.273	3503429.227	2851899.83	3083564.737	3526493.896	2755919.342	3312671.331	3035489.286
OT_ostta03g03460	4462682.663	3832419.848	3952299.178	4376466.339	4171529.97	3610410.674	4423791.122	3477194.108	3515556.733	5251377.725	4325072.097	3208301.766	3987874.048	3461272.438	3953050.95	4250214.144	3976947.256	4261896.605	3930843.307	3754246.128	4573200.808	4002940.341	4024946.451	4525743.961	3614589.365	4232484.243	4380462.773	3655578.671	3976595.995	3927458.678
OT_ostta12g03060	5068151.23	4884542.849	4551352.472	4706610.549	5036009.042	4629574.978	5839307.222	3723680.356	4339868.13	5186200.037	4983158.036	3695121.988	4476187.366	3991422.295	4861587.417	4589250.655	5473582.726	4309467.871	5533096.622	4406860.173	5314999.29	4691155.491	4721891.647	5301638.88	4580343.429	5207948.115	5382354.565	4906843.546	5974484.577	4851373.698
OT_ostta05g01780	73656360.69	67163379.55	53713322.38	64542684.91	65045593.31	65377766.12	86616577.85	51226222.98	68191976.98	68675260.46	72110657.36	60864072.08	65065648.74	57582986.21	69009842.83	76483975.32	82686876.68	63889766.57	72936888.7	61955178.31	70092664.98	70202191.71	68964495.44	74695753.71	60181920.61	74828888.93	80246429.22	74339778.13	75710229.62	56656517.27
OT_ostta11g00260	4298245.917	4249268.343	3892670.064	3796857.027	4021055.34	3760383.305	4267033.222	3001710.177	3510901.627	4626391.698	4143781.182	3594872.868	3448041.183	3378228.278	3506648.864	4234425.337	4135542.877	3656908.588	3955138.338	3219903.419	4254753.949	4044704.822	3601912.906	4058194.381	3509339.946	4039218.973	4251577.595	3455837.745	4048702.872	3963449.08
OT_ostta05g01970	1608156.025	1504154.645	1282039.021	1382138.879	1619041.357	1361173.648	1649638.885	1398204.076	1367007.919	1788320.05	1576068.129	1523273.688	1331063.061	1484772.598	1321361.117	1640664.572	1686106.315	1630256.095	1614516.139	1269977.64	1736897.503	1502261.883	1421151.327	1714909.28	1423790.337	1845925.324	1904723.337	1461014.871	1968242.552	1647069.905
OT_ostta08g00980	1385249.11	1506870.259	1120671.81	1038715.557	1428071.21	1265346.017	1542859.525	1069678.638	1203563.639	1520705.529	1365847.018	1260401.001	1125556.339	1152308.013	1202377.577	1223783.055	1415031.126	1331573.175	1279152.487	983938.4202	1322043.479	1247328.557	1090409.425	1355856.698	1114185.533	1391373.262	1617592.713	1290576.058	1515635.68	1141197.79
OT_ostta09g04240	68551380.13	50923308.51	49476396.83	47572758.17	51655768.39	39413361.61	47618571.37	37651093.44	41006770.88	51731920.46	54462416.61	47877074.89	60281523.01	44286619.96	58093668.11	56757298.34	49248916.44	57767903.62	54415866.36	48262073.54	50103476.13	49879215.95	50028250.67	49226406.34	42694438.14	50612423.02	52116280.88	54331451.72	57571550.96	53101628.91
OT_ostta18g01300	5068957.474	3782510.171	3600321.547	3433147.647	4301507.315	2860276.848	4464453.853	2861003.433	3190360.637	3652511.249	4042545.747	2952471.056	3626279.084	3204409.021	3687690.681	4301021.638	4432398.914	4174143.446	4188339.121	3415207.127	3626853.257	4238727.573	3237168.686	4109059.053	3230865.605	4344546.619	4863296.235	3461033.642	3763117.163	4131511.831
OT_ostta20g00440	6567478.161	5468226.123	3801871.441	5003032.982	5843028.985	4487956.774	5178782.094	4297788.827	3625713.941	5627474.531	6112304.377	4463127.026	3990808.013	4156801.172	4892408.416	5340471.622	6311068.362	6821179.183	5726428.201	5401997.829	5300673.091	5309607.626	4493268.281	5364677.85	3869359.866	5062224.755	5440840.473	4169794.719	5057105.593	4872111.671
OT_ostta04g03500	2787774.668	2467983.506	2183142.381	2043011.16	2602727.006	2224753.483	2916674.667	2109873.578	2302831.298	2665764.741	3173647.249	2351244.095	2566580.506	2534756.064	2713712.136	3178089.279	3272235.062	2052770.26	2832999.209	2228600.602	3096930.378	2845827.879	2532986.8	2372638.15	2331865.513	2601360.961	2578547.597	2199902.205	2771650.794	2206940.163
OT_ostta03g00870	494886.7753	420256.1656	350281.3379	354185.9583	422676.5103	393253.5384	509983.9956	382030.2054	419742.4136	494064.1772	521425.3188	343144.9338	438607.6942	424161.386	392179.6637	532444.2431	539137.3904	474105.4764	385916.2282	376745.2383	515082.1093	352763.9316	413850.21	408692.3554	335796.5924	471780.5332	449471.4936	380325.5844	398311.672	345108.3695
OT_ostta17g00310	63821854.65	55750954.95	56017259.73	56399669.67	51196984.19	43646949.38	55269533.32	57128191.62	51939119.24	60711207.79	68007253.1	42270451.85	56584226.57	47852245.61	56452370.53	51517297.29	57463964.47	51998037.82	56742816.33	53657330.89	58251655.02	45433914.82	50432253.11	58033750.15	39877703.52	57131472.7	68276943.96	51869758.17	57134933.44	59428936.02
OT_ostta07g02330	359569.3388	277943.7827	269154.2924	263571.1993	295840.4239	282935.8086	301010.4729	301670.9434	328273.9961	330291.7005	395906.0006	257649.7824	303804.0386	273211.5029	286081.6168	316275.0733	350009.6242	278573.4329	372004.9328	283513.414	322730.1104	271435.5686	253586.7097	278087.7688	247584.0059	328292.5415	331783.0959	258312.7193	367025.3137	268633.7581
OT_ostta01g05350	3198.630389	89140.79477	35606.33462	18240.68632	4776.138513	28354.51226	13039.94433	5056.037801	1607.780056	11481.24333	5661.660606	6734.753631	9816.020157	6909.662455	2710.44283	8347.932072	6364.562038	NA	7990.807024	3393.790137	39805.84631	68406.02904	3631.167413	2653.972219	8306.91235	1446.834808	102056.1123	12049.11919	11704.91268	9510.515943
OT_ostta12g00210	7712051.881	9984894.739	6073992.937	5404532.377	7626076.48	7373332.866	9236513.501	5866918.327	6653083.532	6030985.169	11152444.96	7247184.74	7074417.909	6595398.187	7212637.587	8599090.939	9557751.671	7620559.01	7836519.95	6453717.375	11313109.09	9583700.209	7566883.968	7707251.253	6800549.369	7510437.294	11172250.35	10650645.89	10068833.74	5362887.796
OT_ostta12g01080	549926.2417	626281.459	454450.3208	479498.4735	619192.8376	554225.8469	667118.2707	524362.0172	558792.6708	587575.8687	652055.7878	559943.7757	464559.9686	472389.4704	539580.7909	633915.6006	742013.4551	566561.9196	565376.0148	455709.9459	799116.4914	665715.9686	565551.2122	705031.9265	504528.113	581639.9118	801065.0351	706472.7302	629454.0583	644105.1005
OT_ostta07g02340	4240936.19	4528227.412	3334610.516	3714014.85	4026481.445	3969416.878	4529736.714	3824831.802	3846863.811	3709160.807	4967613.531	3762227.243	3776737.735	3483893.744	3968128.297	4480309.539	4571167.904	4789683.356	3902290.72	3426142.783	4872348.296	4653616.998	3880000.199	4558529.604	3611084.835	4331841.478	5573859.115	4182270.64	4307381.447	4000642.463
OT_ostta18g01060	5378180	6469671.31	4285209.101	3709368.477	5071001.197	5822517.314	6101177.541	5424714.882	5052690.403	5844201.373	7744284.618	5103339.633	4946924.803	4734694.672	4888096.329	5453373.145	5602054.864	5258164.323	5051147.306	4068046.607	6826776.32	5863054.672	4513824.219	5856977.43	3928802.427	5490358.446	7199016.415	4311765.598	5416368.388	4403531.744
OT_ostta01g02220	3575303.253	4307551.732	3495200.558	2451662.409	3033070.608	3800707.301	4773492.092	2934440.38	2451684.588	2901702.961	4650221.07	2998127.011	3221106.786	2819800.93	3152667.702	4223162.204	3792990.364	3669925.046	3437533.459	2673783.718	4865427.253	4120989.334	3053233.638	3838691.715	2588572.95	3079195.569	5380306.18	2707453.809	3473012.782	2680037.957
OT_ostta06g00250	15958823.65	24349081.05	16164757.37	16291749.17	14447324.98	22178360.07	23662968.67	15696888.86	13799620.95	15632988.58	27279629.33	13080676.66	13593886.45	12148868.4	11912730.68	19776597.61	16274613.16	13547219.64	13424391.03	13758804.41	26266174.55	23857337.31	16679301.48	17320685.14	12668396.84	14377283.93	30350649.08	11699550.91	15392359.07	18494031.22
OT_ostta18g00310	2289.2115	163014.3237	5107.121533	1821.986232	60.65594014	16650.03107	23689.96481	NA	NA	2271.079009	7145.68103	1620.827658	59.04210953	598.9482811	218.179429	93542.45554	4902.317271	NA	2948.327539	NA	120542.7001	135345.533	NA	NA	155.812223	NA	168419.6566	5974.086858	8217.471043	NA
OT_ostta04g02610	154128.6026	164747.215	236197.0832	177146.0379	174676.6873	166840.4517	125851.9503	191501.8806	159609.8789	230261.1133	222243.283	183204.5665	140048.6701	115551.3857	137916.0594	114419.7976	180852.2295	90129.51339	213167.8307	183622.1064	178421.5381	157586.5041	155961.3418	101883.4848	125913.6183	184133.1227	209747.706	125707.0605	224573.2718	100315.248
OT_ostta08g02740	263536.223	236659.4867	277766.257	208939.8729	272515.3857	250294.2302	216814.6801	290705.0334	256991.68	261691.6203	276991.1019	267442.9753	218194.4504	203449.2523	167113.2053	222613.2949	262776.7851	213267.9044	244012.6008	255193.9445	334174.7746	271693.9716	253312.531	206930.561	186761.8251	218098.6236	343795.0845	204732.1985	262315.6381	216750.48
OT_ostta03g04400	220301.1009	150871.6781	274245.5865	180340.5088	314040.7559	174813.1528	242492.3576	146472.8734	160713.4854	212766.7637	237091.7637	162171.6842	233509.3532	156808.3842	185879.1	170829.7732	268101.1069	147386.1454	251386.3655	173370.7113	475968.3827	168250.3021	178440.1448	181638.3883	185789.4766	175963.148	231612.8646	140070.5308	203711.8755	147893.0016
OT_ostta05g02680	70461.56319	86223.31213	65964.25898	33030.79229	68895.21143	65542.37028	97679.2654	21281.10715	21138.48289	31156.53468	72241.38838	23544.01015	61954.7323	23627.66748	16729.03992	76995.00175	104338.6865	12788.71379	63781.31757	43940.54486	87741.99433	82236.96427	21547.30196	12206.87383	24343.07491	27418.07149	92211.87243	20266.32366	14317.73696	17201.0645
OT_ostta18g00620	672288.4936	681089.1064	993689.4678	550782.7342	637935.5846	738749.7464	729755.9102	522932.4132	474527.3709	820510.2792	1079240.786	804148.2026	750158.1729	515669.1487	551229.6122	561025.6052	1021526.342	582231.7591	804537.4149	596687.8854	835041.3822	857248.3846	386423.5601	446470.0012	522170.433	634424.6767	1123536.965	408787.0574	459085.0872	563353.0328
OT_ostta03g03570	609085.1768	649538.4503	501321.0513	482105.087	541683.6019	517126.475	470638.0492	492236.7229	504801.0323	411792.9867	494946.4105	456413.7145	457336.0144	442172.2335	416161.6649	439571.1116	590446.7326	513697.3503	508572.7231	453262.0704	524346.6114	532193.3168	514285.4489	507692.054	478216.871	563933.5907	590037.3606	500706.9594	510790.0244	428983.2052
OT_ostta03g01190	1257479.919	1086396.402	925597.9097	804178.9217	885049.8382	950842.7627	1128352.855	833500.0665	947218.4768	690032.329	1071385.733	778170.5004	952028.7834	758671.4353	808169.1683	1029047.872	1101826.219	841966.2722	954744.1215	916527.9239	1134140.41	1176390.611	986973.0661	1134958.13	844351.9476	1088653.692	1155688.511	912072.8775	1019339.062	834653.2494
OT_ostta05g02426	1564279.999	1540799.193	1531910.06	1432600.718	1353282.854	1070227.975	1424550.362	1199530.855	1247679.832	1127425.211	1227126.505	1080963.579	1133196.482	1116640.033	1029385.592	1204368.52	1596072.812	1102480.652	1576096.475	1457078.388	1401688.174	1242217.05	1150341.547	1255616.244	1206811.624	1422038.188	1371761.497	1227019.88	1624390.252	1121185.832
OT_ostta03g02810	381273.2343	518718.1269	430148.8075	375869.1204	445352.9541	406148.0127	461999.0436	385294.2474	356234.7129	309701.5467	396462.1147	312498.0293	351777.2809	273971.4672	253642.6381	325684.5236	432536.8705	279703.5032	503345.7813	368511.3089	454678.229	400320.5436	328144.0364	333343.3233	316049.3697	343076.7824	408209.4117	299976.385	458122.9667	219386.3575
OT_ostta15g01510	318035.6872	448937.11	335896.9096	289863.4818	340171.1839	283047.8581	370851.3503	289987.3518	360228.2387	285782.7216	285783.8109	250720.3815	275890.5462	271738.2343	237019.5691	308841.2371	371130.2872	247544.1327	356687.2336	274192.2831	334472.8075	285460.6711	266690.2015	295349.8481	318352.9338	360069.9613	376602.6206	312957.8477	367423.3334	200916.369
OT_ostta12g02065	128700.3813	148836.4854	113500.6419	99230.02337	119365.5142	107360.4603	118840.3636	129292.686	121992.2337	115320.3749	131541.1063	114589.3025	106602.4465	102216.859	93043.20356	110484.4264	150967.1298	114667.1551	138908.4445	126242.8005	143117.5765	122940.1172	105726.7274	100730.2833	108609.6987	134841.9164	154993.9804	110809.0926	145385.945	99077.47313
OT_ostta16g02560	2263269.239	2428375.492	1942565.797	1743776.709	2285473.611	2013568.135	2444634.66	2055507.627	2197851.254	1974443.321	2171648.4	2019177.082	2194838.374	1696748.813	1963853.159	1943083.685	2146591.017	1748759.947	2425073.466	1964251.535	2267744.93	2072352.794	1805377.908	1780444.616	1648102.879	2140713.976	2594233.442	1812825.952	2247172.289	1385292.645
OT_ostta14g00540	3147173.768	3428162.819	2627569.918	2235168.737	3030581.898	2677441.128	3067199.083	2984659.911	2856329.845	2313771.813	3744581.147	2933141.602	2966402.893	2567258.872	2753810.079	2899694.487	3075453.37	2826147.469	3527021.144	2576688.901	3946461.984	3133099.27	2471683.532	3096655.218	2276041.784	3258085.546	3878476.216	2407422.347	3152417.3	1841503.322
OT_ostta03g03860	1115691.043	1391963.592	929782.6074	830794.03	860703.5807	884626.6967	1024313.617	853074.3493	794082.3647	824430.913	1056020.876	837677.4582	929940.9329	783195.5115	997289.0207	907287.6906	953959.9531	996518.3255	817551.3429	911529.4647	944614.4015	954796.8852	851279.2689	926940.7819	724909.4726	980263.4292	1012782.974	1015876.518	1183835.611	910745.553
OT_ostta11g01520	152074.6116	259686.4543	129841.0791	104597.2341	109763.4349	94443.27973	96582.48859	135969.6676	105444.2662	149646.5407	130139.8822	85199.18371	91861.25951	88987.50826	99966.86631	117597.8632	138713.1303	128235.3802	104730.6712	67352.77024	127435.5876	86346.56232	91100.50282	160552.2994	96159.92668	119385.8232	122495.0026	69823.18786	150205.3942	112803.0681
OT_ostta20g00200	6175064.57	5125440.611	3939662.873	4523027.483	5680175.555	2776254.359	3865930.328	4012473.649	3530172.329	3728362.577	3819090.907	3329251.893	3443763.182	3066236.491	3771937.47	3479218.5	3894809.669	3889416.365	4607173.288	3598254.771	3246880.214	3470609.076	3272873.712	4109752.091	2763767.694	3910876.649	5302446.023	3548476.888	3757202.363	3290306.86
OT_ostta12g01040	190273.6676	167581.9201	115706.3365	157885.489	165590.5648	145625.3414	151665.9439	116612.4533	135934.1674	128597.1318	137698.082	124796.1677	115209.6137	112938.7818	111077.3476	115428.9183	134357.4138	109463.6042	149022.5473	137018.6764	152293.5393	129695.4089	127399.0833	162654.5992	107454.2946	142037.5302	151668.7025	120303.8681	136512.3585	132625.9968
OT_ostta04g03080	24456580.79	21773695.87	20236256.15	20574839.09	22565019.32	19486076.06	22076327.11	20155345.95	18781221.99	18694652.76	22500100.35	18886795.71	18553396.76	17771439.85	18416915.67	20223244.35	22093452.42	20415165.81	20403372.35	17813227.93	22026103.77	20304984.88	20164117.67	21591473.03	18836394.72	19762866.06	21787034.6	17242633.45	21091122.42	18521432.89
OT_ostta02g03600	371101.9841	321912.89	318861.856	299802.9176	318264.604	308469.9212	307691.5782	295413.6102	265464.6682	233885.6871	301691.719	251426.3385	286848.9137	217952.9937	269929.5184	308957.9889	358553.939	280134.9303	343022.2447	318169.2496	337332.973	249272.7342	281967.2883	346421.9504	257631.2829	304322.7562	369657.2941	304406.3316	307357.6437	309012.9706
OT_ostta02g04820	665537.132	665115.9056	749213.4806	675207.221	713945.8544	599546.3424	747157.6973	596347.0433	658361.6832	580898.167	701196.2485	490858.6113	625364.5161	583106.7787	636041.184	680528.8985	792504.9162	568027.8543	719690.5359	578114.4043	696312.6808	649732.9744	653809.5135	770903.2877	640297.7325	627647.6259	665511.713	701990.1872	656721.3489	724476.4753
OT_ostta02g01100	166539.5476	214561.8752	151268.8825	150843.0914	223293.1392	200946.2548	203437.1985	278047.5195	200882.1816	129963.5828	162932.8458	200866.0261	164828.934	183612.9489	194545.6218	174896.8139	234058.9903	180542.5723	198619.6377	192853.9723	215603.9186	181497.8713	175110.9001	234844.9132	189700.9106	186627.7356	155276.0291	175086.601	285609.9485	195134.0229
OT_ostta04g04040	3225745.981	3504175.553	3264286.615	3109614.448	3419444.463	2947495.891	3232608.07	3864381.898	3337673.063	3127192.09	3252573.649	3009801.064	3227542.932	2836952.681	3108158.812	3085845.622	3403951.016	3293378.301	3369371.461	3281130.027	3555877.953	3529970.391	3445829.986	3665029.737	3058029.824	3564618.554	3607212.159	3658292.143	4109046.963	3148827.856
OT_ostta07g03130	666434.3415	696576.9882	629206.9269	666667.4362	708958.269	654806.583	665434.272	928906.9687	675787.8822	568644.2034	572119.3851	535419.9729	579795.5521	622601.2413	599439.4463	570701.7989	768131.7662	733275.6894	736192.2761	628547.2705	678157.3306	631730.4738	689383.1174	826101.6833	664002.8275	709483.5711	642615.3953	742740.2982	844341.8478	642146.2705
OT_ostta05g02330	973210.9386	1039290.844	914271.9952	810573.9326	1096134.034	958964.719	1006111.157	1157255.091	827278.974	731912.1232	1033308.639	818502.4197	784471.4334	835722.465	805800.1617	1004234.717	1210848.288	1074681.988	1020940.831	942986.9885	1145337.718	1056337.58	1023426.32	1313366.613	999855.8879	1082546.455	1221319.467	1054441.721	1349677.773	1037530.179
OT_ostta09g04140	1001737.072	923511.2331	752545.5848	715860.5423	943366.644	714188.9637	890687.3978	782510.9076	597771.6986	631146.1114	913193.7893	596625.8101	608378.5258	557341.4941	590006.652	827756.7469	774705.4716	793686.8657	894889.2884	763250.4785	1047124.88	865234.1899	896215.6453	1078678.367	747338.9513	1075890.023	1113348.414	799362.962	1050538.058	857952.9457
OT_ostta09g01890	710861.9893	747085.6315	634969.7136	589121.8927	700446.087	671261.0176	715555.7863	823707.1507	625696.56	670633.0966	865478.5561	559288.9769	616898.2649	554213.1747	537968.5338	729242.418	687856.741	773185.4703	726769.1173	675749.9271	779755.5529	672795.817	798979.0355	948427.2185	690495.7382	765583.1035	881307.1958	651284.9927	861530.9758	751937.8611
OT_ostta03g03840	776444.3499	927323.2632	768185.2536	748439.6721	851546.8657	675900.0067	659478.418	932037.1638	877830.3258	617488.129	770273.3455	726987.9576	691074.2186	663246.655	597629.2008	724014.765	758721.3339	837329.0278	886476.6055	762573.9909	767428.3352	753527.2186	818726.8263	787397.787	722809.3568	803750.0892	858677.9273	900323.6907	809819.1356	723872.5592
OT_ostta15g02750	1708345.661	1797939.253	1490679.117	1497826.405	1768502.298	1374343.62	1617144.083	1775378.738	1395562.257	1035504.207	1479962.012	1220788.796	1101139.399	1184701.457	980218.6026	1553435.497	1627000.685	1550473.233	1683795.672	1386501.649	1684398.675	1509552.853	1521233.325	1526105.184	1308354.28	1868321.937	1756668.459	1497444.381	1583910.485	1497947.513
OT_ostta04g03800	95345.51243	93367.37772	67679.6956	78701.59578	98436.33161	53210.36836	91042.40635	87882.80174	74352.59893	59165.47517	83752.06277	52095.26879	62953.65912	48742.91078	47882.08257	57597.49496	78641.29419	75161.30802	74051.25996	70027.34354	88862.68484	64988.15757	57620.27288	80872.89112	63611.10501	73595.01873	96065.93021	80714.12824	79930.47544	72076.77283
OT_ostta17g00990	2152682.098	2290997.828	2021334.258	2008764.269	2504486.766	2348044.933	2435388.492	2836158.863	2013555.199	1771601.508	2795301.038	1952831.952	2040848.47	1837731.831	2052117.221	2087130.605	2366511.818	2492115.723	2383499.912	1725520.835	2997731.677	2146322.793	2596989.713	2568161.369	1843069.825	2612077.682	2797121.172	2259007.454	2682392.326	1642921.588
OT_ostta20g00140	1574450.692	1769771.904	1740798.522	1461131.246	1751776.263	1498412.921	1766727.07	1648871.753	1517387.285	1325824.469	1779755.262	1528966.64	1519624.68	1461905.539	1525757.189	1709871.84	1775665.981	2016867.407	1897580.129	1374572.103	2018419.156	1560088.052	1777892.156	1915639.71	1569314.576	1800546.916	2002695.354	1656237.811	1858541.933	1322181.368
OT_ostta02g01490	265936.7293	305045.6284	271515.6629	236470.3699	282730.9922	253299.4771	311059.5157	297424.0042	265269.8225	172791.3976	250263.8173	227746.5644	208582.8782	231753.3256	224658.3114	261507.2271	277574.2776	311450.2192	296442.658	193009.8351	309117.0962	232292.9559	263981.2979	291008.7065	257213.4828	285088.5268	266105.5989	273055.6258	311929.0384	163859.6602
OT_ostta03g04940	576573.8249	572007.4835	481744.7426	465480.526	557356.9692	595569.2765	562434.9212	521756.0388	441447.0317	360787.0663	664782.5059	465062.3121	496837.5456	411175.6777	426162.9581	531032.1166	605040.4188	529280.9379	641674.5171	506926.111	631803.5212	545164.9669	521058.3866	538244.6281	479600.3146	559972.5102	668402.0989	601604.8715	507589.9819	329223.4282
OT_ostta10g01680	9780105.314	12378919.03	8939056.954	9494215.729	9591825.211	10173256.46	11518933.82	11881604.54	9656691.989	6822421.308	12483433.24	10525835.69	9414730.315	9551563.48	9190544.055	12152552.28	12302575.07	12351207.18	9869382.519	8059085.478	12419431.58	11851542.79	9485183.592	11187521.48	9879202.529	10460952.93	12672102.01	10253940.25	10718971.75	6421569.479
OT_ostta09g03450	305256.3169	395999.4892	305058.9509	299614.0322	370274.99	327786.0063	417348.6584	410540.4457	335651.3672	222338.8818	348582.8137	298518.1254	303946.3401	303621.7522	278045.6455	341971.2024	385421.1365	382112.7184	312675.3147	275073.0693	383682.7221	336291.2964	303378.6981	355021.1685	280827.2776	368349.4475	474019.6388	328013.2644	426349.1787	192086.0485
OT_ostta05g00410	1300693.086	1057800.804	1249772.759	1086659.764	1195374.755	1053079.31	1360590.093	1153967.298	875747.413	1041944.877	1306538.794	930740.7798	1035662.157	923982.2309	1094058.938	1202301.367	1223002.666	1124453.977	1036541.159	964147.7538	1347083.929	1032839.649	1127193.728	1272178.715	986385.4821	1299728.158	1409746.266	1186917.725	1210344.476	1111822.582
OT_ostta12g00030	4266495.947	4056049.82	4115996.023	3985545.672	4563361.147	3697434.53	5170293.984	3782118.964	3744932.331	3632600.404	4667556.482	3701767.954	3832195.737	3490039.096	3756502.797	4247451.55	4618170.183	4196739.106	4233827.692	3502648.253	4562342.15	4135370.049	4165794.999	4340644.332	3959946.133	4665573.843	4999349.164	4100558.92	4712399.868	3821928.854
OT_ostta02g00340	404547.7164	382984.6118	281460.5531	281856.2217	357890.2846	278177.374	354016.58	343269.46	294417.6174	232698.2075	378007.7211	263443.7625	344751.7233	331467.7536	374462.5489	367677.9052	337457.081	438112.7091	318652.2452	276193.2979	408363.0648	310088.3862	329556.2893	413779.9141	287403.6877	356969.433	356411.009	364762.538	381411.3064	269864.1338
OT_ostta02g01020	12467232.68	12316061.27	10842429.83	11643062.59	13075045.11	9891786.851	11840559.65	12025329.24	10212652.11	9691872.649	11974337.48	10441326.29	11122674.93	9906852.451	11436403.08	12367256.33	13859818.75	11491088.65	12005304.36	10071474.2	12772085.54	11352167	11341456.04	14573203.85	9882709.317	12701036.37	14273383.79	11188371.24	12922038.43	9622959.267
OT_ostta10g00330	658256.0797	655362.6406	616208.6053	577377.1757	747799.3162	598431.5246	722252.4766	743112.6953	575709.5872	487305.1333	828628.8881	612428.9395	622431.802	584286.5746	646079.5438	721696.2404	850029.4065	674092.1753	667230.5155	611191.1896	788098.6357	579853.1002	628259.1958	717702.4953	525998.817	702905.0123	836824.9035	591821.1906	712404.8911	612145.0222
OT_ostta03g03830	827083.9387	1010302.145	799903.4318	785239.7735	909252.7589	803278.3354	979248.5062	929561.3105	720366.1658	484790.3634	957076.6941	704651.8175	763617.0835	708986.8535	820991.2426	877534.8657	881157.8767	893857.6383	795596.1589	676552.1217	968344.3931	750642.4294	723272.0859	886219.9923	679511.5108	905844.1374	965762.4678	810728.4381	822742.5544	662002.2898
OT_ostta05g03120	1531551.833	1184121.491	1080720.987	1185563.341	1262190.012	960036.6828	1292984.873	1127231.075	1100711.859	1081535.035	1509511.489	1192083.36	1084321.27	1255732.51	1304133.173	1740742.196	1677495.664	1779052.813	1436435.286	1225636.551	2005788.735	1848120.129	1447468.765	1954892.206	1460972.824	1537498.185	1451285.731	1385775.228	1125438.806	1080996.192
OT_ostta14g00710	1630732.619	1609875.219	1551973.179	1548529.382	1579930.17	1395606.556	1632875.879	1808224.052	1414572.679	1412418.081	1716467.22	1635689.932	1483200.537	1561471.884	1645443.016	1817640.187	2002096.533	1732642.951	1660482.55	1710337.43	1882299.174	1696091.207	1683950.194	1952403.282	1627670.399	1859282.861	1989997.241	1548532.316	1774399.961	1618076.558
