ID	default.pvalue
P97812	0.857708574
Q3TUF3	0.880278158
Q9QZE7	0.859871764
P20918	0.922139274
P34928	0.863071257
Q9D1M0	0.870534973
Q61865	0.86657957
Q05186	0.867036298
Q9D6J6	0.86887965
Q9D358	0.868712346
F6VQ81	0.876257484
Q62426	0.876372459
A1L353	0.877525739
E9Q748	0.894213801
Q8BH04	0.879750249
Q14BU0	0.880213396
P68510	0.884340108
F8WJK8	0.881288031
Q3TWV4	0.903274441
Q08879	0.893135289
Q9DBH5	0.887341552
Q8BHA9	0.888531635
E9PVT8	0.888951189
Q04447	0.938849596
Q9JHH9	0.90731753
E9Q2H8	0.893877751
P61979	0.894819784
Q8BGD9	0.89638281
Q545A2	0.914269131
F6SLR4	0.900891445
Q9WV55	0.903537317
P21107	0.905538039
P11688	0.906834583
P29416	0.959932482
P50544	0.918374365
Q4FJQ0	0.911533034
Q61990	0.961761249
Q542Q0	0.922665848
P11087	0.958427967
P60335	0.937704677
E9PYG9	0.9394565
P12815	0.946298744
Q542G9	0.960294538
Q8R054	0.952840111
Q543F1	0.952924113
P20108	0.954519752
O35658	0.957662144
Q5BLK0	0.958715674
P49312	0.958671578
P48678	0.963396872
Q61581	0.966013607
Q9EPU0	0.967881599
Q9CPY7	0.968590822
O88685	0.97121692
Q9D172	0.973726599
A0A0J9YTY0	0.991224354
Q4FZH7	0.978686875
Q5FWJ3	0.986806492
Q921X9	0.98388295
A0A087WQE6	0.995261562
O54734	0.993766851
Q14AI7	0.994968588
F7ABZ6	0.994614851
Q9CQS3	0.995460462
Q8CBM2	0.998196077
P14733	0.99931723
