MGI.ID	pval.protein	pval.mRNA
MGI:2153111	0.207471222	1.18e-05
MGI:1354367	0.626178939	0.030340923
MGI:1916777	0.159033136	0.000268956
MGI:1915121	0.368137041	0.001556721
MGI:1917152	0.056642545	0.001374336
MGI:1913484	0.47001386	0.121514817
MGI:97167	0.257655384	0.000349206
MGI:98257	0.386550678	4.51e-05
MGI:106916	0.952042762	0.270749543
MGI:1351642	0.692174355	0.678673765
MGI:1923717	0.382696489	0.092674435
MGI:2443538	0.448682662	0.496971014
MGI:2385175	0.562428734	0.71414532
MGI:2150037	0.890980385	0.336892007
MGI:1346340	0.21812879	0.898530098
MGI:2151172	0.306016381	0.0002445
MGI:1914152	0.467663502	0.120338323
MGI:1929261	0.320545836	0.569711516
MGI:1929260	0.541022397	0.002271123
MGI:1914404	0.250496777	0.009545249
MGI:1916686	0.562435157	2.07e-05
MGI:1914722	0.513130481	0.077195384
MGI:1342005	0.488594381	0.048115885
MGI:1340032	0.824382781	0.026070359
MGI:1924034	0.821892338	0.000443664
MGI:1858271	0.176107293	0.000295578
MGI:2142292	0.818442903	0.005076119
MGI:1921552	0.892207894	0.002869723
MGI:1928394	0.699567303	8.44e-08
MGI:99445	0.833210624	0.002268288
MGI:894292	0.751147253	0.034345158
MGI:1918830	0.409853291	0.364031701
MGI:2384818	0.068118287	5.4e-08
MGI:106926	0.099760717	0.783274325
MGI:2142572	0.438392534	1.29e-05
MGI:103025	0.783880553	0.0015144
MGI:1859652	0.343028319	0.00011035
MGI:99837	0.001770394	0.003690267
MGI:99836	0.029253151	0.00628686
MGI:3702005	0.327935157	0.116530322
MGI:97234	0.249762948	0.116530322
MGI:97235	0.049111771	0.073129179
MGI:3709615	0.147140749	0.237647725
MGI:1913425	0.042821263	0.000135928
MGI:2179327	0.806695666	0.004652619
MGI:107624	0.741146716	0.107485752
MGI:1925638	0.70938721	3.86e-05
MGI:106181	0.6240271	3.75e-05
MGI:1891750	0.659719472	0.00181034
MGI:108005	0.779376919	0.033932108
MGI:104592	0.929604238	0.138251886
MGI:1929864	0.028083684	0.014479013
MGI:1930780	0.086310282	1.39e-05
MGI:102643	0.420242977	0.041052564
MGI:1919210	0.06117265	8.48e-05
MGI:107717	0.896561666	0.000344717
MGI:1914518	0.861994794	0.001979431
MGI:2138915	0.650419319	0.861538254
MGI:894806	0.396812468	0.031777145
MGI:2667185	0.261759985	0.03610447
MGI:107752	0.29467888	0.000944488
MGI:106612	0.123329556	0.006745587
MGI:107728	0.107138523	0.260795606
MGI:106621	0.458369006	0.001422229
MGI:106598	0.518794578	0.005585877
MGI:104785	0.352172133	2.77e-07
MGI:106624	0.412756935	0.066045414
MGI:1919192	0.692763794	0.147231414
MGI:1915255	0.321803326	0.000629249
MGI:1922088	0.414448378	0.141361858
MGI:1914147	0.62892686	0.000536729
MGI:2442563	0.29786978	1.11e-07
MGI:1922259	0.179709732	0.002351053
MGI:1925939	0.387430305	8.47e-06
MGI:1919367	0.21366363	7.64e-08
MGI:1914361	0.436214708	0.235758598
MGI:1919810	0.508774342	0.40327648
MGI:107564	0.489901142	0.002969335
MGI:106095	0.295208127	0.026023789
MGI:1915241	0.18444073	0.004762574
MGI:1926164	0.098434822	0.000198864
MGI:2384561	0.057475675	0.001022624
MGI:1261422	0.037656837	2.15e-05
MGI:1860418	0.706772366	0.021113631
MGI:1351641	0.034691295	0.368000151
MGI:2387600	0.713275657	0.002754028
MGI:1929865	0.116393001	7.97e-12
MGI:1914561	0.918000453	1.61e-05
MGI:2149820	0.765828157	0.11847873
MGI:1855693	0.24037205	0.00012317
MGI:1316687	0.182927213	0.283114212
MGI:104563	0.036371896	0.002075215
MGI:104561	0.349120919	0.00567941
MGI:1914813	0.589880004	0.669186986
MGI:1917473	0.361245442	0.417714143
MGI:2142075	0.803334975	6.77e-05
MGI:1355328	0.372659663	9.22e-06
MGI:109201	0.276616764	6.38e-05
MGI:1913426	0.767483277	0.104436992
MGI:2183691	0.020698099	0.021308116
MGI:1918419	0.833589794	0.009059211
MGI:97281	0.575519528	0.254508912
MGI:2443191	0.28067706	0.0012606
MGI:109601	0.494350087	0.13695422
MGI:1306821	0.318363699	0.06789335
MGI:1355333	0.36660421	0.001360042
MGI:97286	0.103387058	2.24e-05
MGI:1926081	0.029772874	0.818017391
MGI:1276533	0.003332007	0.000325738
MGI:1349717	0.209015587	0.015600316
MGI:1341799	0.398953316	4.54e-09
MGI:1352498	0.204184762	0.00212398
MGI:1352499	0.26897392	0.417466066
MGI:1914523	0.276270333	0.264600672
MGI:1917125	0.830407167	0.001241571
MGI:1913664	0.050901807	0.018121575
MGI:1914434	0.866994112	0.869243665
MGI:1913341	0.521675239	0.006301711
MGI:107686	0.800353103	0.170008621
MGI:1915452	0.175495748	0.001105358
MGI:1914380	0.600124981	0.010182233
MGI:1913666	0.761267244	0.05958857
MGI:1915625	0.909383263	0.296404912
MGI:1913358	0.857992071	0.970218227
MGI:1917566	0.618482456	0.001556006
MGI:1916952	0.085601424	0.005067843
MGI:1922847	0.170568496	0.006613265
MGI:1913956	0.737555271	0.660063967
MGI:1915743	0.863126981	4.79e-07
MGI:1915592	0.68945145	0.099030494
MGI:1349919	0.046693942	0.235905032
MGI:1913745	0.954373427	0.567784853
MGI:1915444	0.6502617	0.022305778
MGI:1913296	0.495716006	0.40591959
MGI:2684983	0.431148439	0.252989408
MGI:1914166	0.75363495	0.00756324
MGI:1914514	0.650246787	0.004567492
MGI:1913468	0.240026069	0.283925034
MGI:1344370	0.661100323	0.016944964
MGI:2443241	0.407906402	0.018851279
MGI:2385112	0.387669096	0.025116361
MGI:1915599	0.392338289	0.367711885
MGI:1343135	0.495494917	0.006574428
MGI:1890889	0.841831403	0.059659465
MGI:107932	0.490288888	0.430669908
MGI:1922656	0.098022375	0.000520184
MGI:2385079	0.320136522	0.065757174
MGI:107851	0.857181735	0.337273047
MGI:1920150	0.786117825	0.011675554
MGI:1890894	0.108297698	0.033955776
MGI:1914852	0.036752489	5.57e-05
MGI:97297	0.177919132	0.013870844
MGI:97301	0.477186723	5.6e-05
MGI:1890645	0.774450187	0.000847987
MGI:2387995	0.895640239	0.000452765
MGI:1918305	0.367874489	0.020242197
MGI:101784	0.28943818	0.140802167
MGI:108056	0.671555659	0.004870619
MGI:103188	0.059453523	0.001060284
MGI:109591	0.614845828	0.002880506
MGI:97311	0.786534316	0.006496262
MGI:97312	0.302672433	0.009133563
MGI:1099800	0.287313601	0.000213023
MGI:104752	0.409824805	0.021609876
MGI:1316706	0.320342042	0.006884089
MGI:1913290	0.448841346	0.006286311
MGI:1921414	0.460696211	0.000857169
MGI:1914116	0.118260783	1.18e-09
MGI:2444520	0.857438137	3.32e-06
MGI:1098547	0.394379463	0.00690461
MGI:97342	0.960883756	0.328706062
MGI:1298229	0.096033029	0.011995989
MGI:1929485	0.177140285	0.003529814
MGI:1196617	0.613415414	0.000138461
MGI:1913414	0.623108491	0.007448595
MGI:1278344	0.735774635	3.39e-06
MGI:1913786	0.548084067	0.001229283
MGI:1928323	0.729531339	0.098037115
MGI:1350916	0.590855505	0.007734337
MGI:1261838	0.068758477	0.007382727
MGI:1919216	0.095057334	0.33775533
MGI:1923055	0.278214876	3.92e-07
MGI:2429611	0.943288705	0.01014831
MGI:2140103	0.149181925	0.000363658
MGI:97355	0.704454835	0.001745302
MGI:1930182	0.767834343	0.764473689
MGI:1928368	0.892606783	0.074163695
MGI:1913704	0.297001889	0.000361428
MGI:1921330	0.939093146	9.97e-05
MGI:1915074	0.628742563	0.334159464
MGI:102579	0.419302891	0.000600204
MGI:1202298	0.640067716	0.007871859
MGI:1099443	0.677081811	0.000109421
MGI:1914306	0.314457024	0.003236521
MGI:1931051	0.972462006	0.50531315
MGI:1917328	0.710460896	0.210537688
MGI:1918019	0.529896235	9.64e-06
MGI:2385850	0.590562296	0.006453833
MGI:1855692	0.112797298	0.006861408
MGI:1913431	0.903203891	0.076642115
MGI:107862	0.303700309	1.35e-05
MGI:1914384	0.288257371	2.35e-05
MGI:1933184	0.096917614	8.39e-05
MGI:1917979	0.353867512	0.507748763
MGI:1913644	0.454364558	5.34e-07
MGI:3606242	0.405645339	0.144381252
MGI:1097712	0.232116723	7e-08
MGI:1915213	0.467311793	0.000245287
MGI:2448523	0.604227497	0.712374772
MGI:1101358	0.314182861	0.091128791
MGI:1921341	0.896063991	0.057495988
MGI:2679787	0.666227469	0.902803142
MGI:106184	0.006976751	8.13e-05
MGI:108077	0.832391656	2.52e-05
MGI:103187	0.650401682	8.34e-05
MGI:104513	0.624302904	0.004191963
MGI:95824	0.72932083	0.009343951
MGI:1354950	0.849244468	0.084528626
MGI:2183436	0.556793651	0.003311925
MGI:1201386	0.581178497	0.203552333
MGI:106206	0.330950474	0.173391163
MGI:1099438	0.955460141	0.231657274
MGI:104560	0.235043772	0.068844403
MGI:3042273	0.096151659	0.004298753
MGI:2144305	0.864501031	0.014142901
MGI:107252	0.996176371	0.014546444
MGI:2140844	0.531614178	0.105218703
MGI:1354954	0.801691702	0.00055796
MGI:2178563	0.210318547	0.000139158
MGI:1927186	0.453898292	3.17e-05
MGI:2442446	0.573759358	0.001190978
MGI:99782	0.214580801	0.000476635
MGI:1913816	0.090461166	0.001986814
MGI:1889001	0.967464297	0.026475657
MGI:1347073	0.29262232	0.023879661
MGI:1347072	0.38567807	0.003760156
MGI:1924076	0.351536067	0.036510793
MGI:97388	0.465614883	0.146139226
MGI:106014	0.264540656	0.000101635
MGI:1914679	0.539428656	0.021739534
MGI:1277103	0.185418828	0.000308073
MGI:2144158	0.842256304	9.89e-05
MGI:1915243	0.566425915	0.590819427
MGI:1922936	0.322248597	1.99e-07
MGI:1914161	0.0521237	0.027820492
MGI:94203	0.786838604	0.002834243
MGI:1913651	0.574703186	0.003782617
MGI:1915469	0.014085129	0.011288745
MGI:1858232	0.702101539	2.03e-05
MGI:1914778	0.261762344	7.84e-05
MGI:1913637	0.426837961	0.002073496
MGI:1921417	0.106073445	0.050393657
MGI:1915814	0.460407914	0.000608566
MGI:2443665	0.29070156	0.02488133
MGI:107423	0.269289406	0.00927334
MGI:894702	0.749955701	0.014146
MGI:2143854	0.401916449	0.608770305
MGI:2442620	0.515355886	9.98e-06
MGI:2385621	0.12281354	0.005744131
MGI:2181182	0.75456306	0.001605005
MGI:1926227	0.037516511	0.555493508
MGI:2141625	0.220600593	0.049785203
MGI:1859555	0.829034101	0.209073961
MGI:1924845	0.369673302	0.125108794
MGI:1095411	0.125314002	0.51989708
MGI:1919964	0.978552921	0.325744826
MGI:1917162	0.966050819	0.417145869
MGI:1351502	0.39155463	0.002426338
MGI:1920460	0.784622106	0.006076046
MGI:1351500	0.542220777	4.21e-08
MGI:104900	0.283649616	0.000123374
MGI:1919055	0.781177973	0.522160947
MGI:109404	0.159609439	0.009788836
MGI:1919094	0.123582387	0.00019142
MGI:1915301	0.207016958	3.7e-06
MGI:1858330	0.424164972	0.05390852
MGI:2180849	0.100638963	1.58e-05
MGI:97394	0.200200446	0.000240979
MGI:1915345	0.207052911	0.00019227
MGI:1916377	0.486430303	0.003120363
MGI:2385108	0.721533657	0.17078277
MGI:1098267	0.139917649	0.373616045
MGI:1919325	0.838980282	0.04344139
MGI:1339639	0.120229213	0.009778527
MGI:1914309	0.224114931	0.129653302
MGI:97436	0.322444461	0.039138188
MGI:1921393	0.515087742	0.001075771
MGI:1922725	0.903718841	0.112870814
MGI:1918898	0.061820713	1.44e-06
MGI:1924301	0.010935518	0.001240392
MGI:97447	0.998998022	0.371350612
MGI:1921559	0.620477921	0.007713725
MGI:2146553	0.531068407	0.266893209
MGI:1927551	0.074923248	1.03e-07
MGI:2442832	0.792031595	0.110432433
MGI:2443807	0.011217899	0.422334879
MGI:1923784	0.577755146	0.006863257
MGI:1913496	0.480692926	0.004484184
MGI:1913607	0.149120481	0.005703666
MGI:700012	0.825457012	0.00094536
MGI:97448	0.012755984	0.003170433
MGI:2147616	0.741622292	0.001985325
MGI:1098801	0.550733439	0.025053218
MGI:1914291	0.293765736	0.000301834
MGI:1916953	0.197296257	0.000395485
MGI:2179326	0.714312503	0.000417164
MGI:1918397	0.219012455	0.000530988
MGI:1917378	0.772050098	0.275916061
MGI:1338859	0.503619108	2.76e-05
MGI:97464	0.043151924	0.472178977
MGI:894684	0.49960823	0.049084443
MGI:1349722	0.450790333	1.09e-06
MGI:1914793	0.239018168	0.112901786
MGI:1345153	0.484664157	0.024397184
MGI:1891410	0.558871204	0.16544553
MGI:1923988	0.650889324	0.633899808
MGI:109520	0.462162828	0.004883858
MGI:108415	0.317415577	0.001849927
MGI:2140321	0.953425864	0.071569189
MGI:97473	0.169208792	1.54e-05
MGI:1914304	0.577105766	0.002564273
MGI:2384993	0.18496868	3.35e-05
MGI:1915333	0.365100332	0.035115721
MGI:1339984	0.046191481	0.073673858
MGI:1919583	2.49e-05	5.74e-05
MGI:2148896	0.472581356	5.08e-05
MGI:1913699	0.952295535	0.023789846
MGI:1921700	0.143453997	3.61e-05
MGI:2387466	0.383887316	0.214134955
MGI:1330223	0.998980373	0.004707264
MGI:2135608	0.412780992	6.28e-06
MGI:2135605	0.317627652	0.168450349
MGI:1347094	0.68769454	0.945949438
MGI:2135637	0.411311243	0.045865706
MGI:1340806	0.001431585	0.189997559
MGI:3712326	0.891376538	0.2263336
MGI:2143990	0.274758538	0.16599405
MGI:1919489	0.282874649	0.000244276
MGI:1891258	0.107402311	0.057570105
MGI:2685589	0.530817801	0.001646861
MGI:1933117	0.353262637	0.006169509
MGI:2386296	0.394394595	0.57110507
MGI:1931144	0.553499329	0.464045667
MGI:2149961	0.921626092	0.432768946
MGI:1915621	0.675070836	1.85e-08
MGI:1914557	0.944140594	0.006659146
MGI:1923998	0.727325655	0.000381786
MGI:94873	0.854940209	0.050311925
MGI:1919812	0.209785881	0.604675841
MGI:1345635	0.891858751	0.925855749
MGI:108202	0.935011704	2.53e-05
MGI:97499	0.191100001	0.001704213
MGI:1914154	0.050089971	0.004122775
MGI:104692	0.89430647	0.002579841
MGI:2443003	0.372872065	0.031785209
MGI:97501	1.3e-05	0.000541283
MGI:1860456	0.200254415	0.010405511
MGI:97502	0.143366853	6.02e-06
MGI:2441773	0.260081942	1.71e-06
MGI:97503	0.086043254	0.005728589
MGI:1923552	0.465269568	0.10579029
MGI:102722	0.671154225	0.022809669
MGI:107375	0.465650257	0.018895215
MGI:1914131	0.121643444	0.000754661
MGI:88557	0.26959022	9.21e-08
MGI:1915921	0.071384817	0.773814301
MGI:2448536	0.344445491	0.037513591
MGI:1341788	0.860426603	0.000113411
MGI:104643	0.028605183	0.018145334
MGI:107490	0.081827428	9.22e-06
MGI:1913538	0.175979744	0.018609519
MGI:109283	0.024191344	0.00238935
MGI:1333753	0.277341658	0.012651362
MGI:1914716	0.485970323	0.40713414
MGI:2443226	0.08079456	0.000280371
MGI:1333863	0.551834066	0.000568066
MGI:1891434	0.069889772	0.001593371
MGI:97532	0.665949367	0.000117171
MGI:1915513	0.552031261	0.000201996
MGI:1351627	0.198569952	3.17e-07
MGI:95834	0.185812287	0.007059235
MGI:104864	0.141055357	4.41e-06
MGI:1919849	0.936840783	0.033461884
MGI:1919103	0.277066766	0.000411478
MGI:1926119	0.968636313	4.48e-05
MGI:1343087	0.026872964	0.405077815
MGI:1860611	0.565479011	0.000890441
MGI:1927489	0.402471667	0.005229321
MGI:1918878	0.54622247	0.000791931
MGI:1338068	0.57659074	0.000380548
MGI:1918771	0.862652111	0.478894371
MGI:1920909	0.058086089	0.003879543
MGI:1351869	0.340454495	7.32e-08
MGI:1928901	0.729646493	0.355199282
MGI:1344408	0.978200279	0.060250989
MGI:97537	0.581983803	0.67128119
MGI:2148199	0.11313607	0.000817168
MGI:1915148	0.677271356	0.716387235
MGI:2145154	0.752929363	0.093140102
MGI:104535	0.043658697	0.080945094
MGI:97542	0.940885522	0.27381111
MGI:1890613	0.391625919	0.000506699
MGI:1918632	0.830151444	0.027732166
MGI:1338788	0.09286588	0.00334331
MGI:2144177	0.04748534	0.37753134
MGI:1927868	0.114414029	0.002541215
MGI:1334458	0.070825913	1.09e-05
MGI:1929646	0.108836705	3.12e-05
MGI:1098808	0.01184535	0.065038914
MGI:2385054	0.549339509	0.00925952
MGI:1321392	0.053541549	1.04e-05
MGI:1888711	0.204969501	0.2528356
MGI:2684864	0.249855463	0.701624329
MGI:1914449	0.605563113	0.094209957
MGI:1276111	0.11981753	1.15e-07
MGI:1923512	0.616169352	0.006234941
MGI:1928753	0.487149151	0.001693854
MGI:107816	0.202160848	2.69e-05
MGI:97547	0.450660576	0.032250662
MGI:97548	0.299421849	0.076888594
MGI:97549	0.4714353	0.770010614
MGI:97552	0.95591431	0.111771961
MGI:1919792	0.433895159	0.1642065
MGI:2443342	0.023524026	1.89e-07
MGI:97553	0.406543993	0.000126937
MGI:97555	0.813502238	0.141694565
MGI:97563	0.611850329	0.006628691
MGI:1913421	0.530414487	0.00152927
MGI:97564	0.585111735	1.18e-06
MGI:97566	0.758520184	0.395993088
MGI:1914328	0.008352615	0.000766643
MGI:1913772	0.394654727	0.014903649
MGI:1858305	0.009580953	0.246689841
MGI:2140327	0.042141041	0.116964751
MGI:1891839	0.340614999	0.31419766
MGI:97572	0.694494499	0.003068587
MGI:102520	0.720381313	0.008817986
MGI:2446126	0.619035617	0.017891605
MGI:97576	0.600867584	0.084847989
MGI:97577	0.591074382	1.4e-06
MGI:97578	0.433108686	0.105053808
MGI:97579	0.624698113	0.007524567
MGI:1096880	0.98343623	0.654494629
MGI:1922704	0.480136469	0.726010675
MGI:891978	0.05996964	0.178420641
MGI:3612860	0.098378036	0.01723086
MGI:1934031	0.79169412	0.000210855
MGI:2448506	0.080512006	0.001495994
MGI:2385902	0.041818599	0.000613328
MGI:2138391	0.22074948	4.37e-09
MGI:103080	0.004366189	0.00903173
MGI:2687325	0.485490601	0.797904787
MGI:1926178	0.564411582	0.06532142
MGI:1916095	0.23321304	0.107743343
MGI:1933177	0.589352499	0.03160756
MGI:1203729	0.494218154	0.020124674
MGI:2445019	0.039521173	5.1e-05
MGI:1922019	0.090119124	0.000103309
MGI:97583	0.353318888	1.05e-07
MGI:1922919	0.613546642	0.074051577
MGI:1346036	0.650705643	0.19820566
MGI:1916963	0.37775636	0.029039792
MGI:1919650	0.020857809	0.006185198
MGI:1934234	0.096844303	0.002485702
MGI:2152214	0.224973085	0.008789299
MGI:1298224	0.504775436	0.495282493
MGI:1197006	0.083989922	0.008607928
MGI:1916906	0.361669092	6.31e-05
MGI:99887	0.754216919	6.35e-05
MGI:1927542	0.142303098	7.08e-05
MGI:1919045	0.485543003	8.88e-06
MGI:1916867	0.032694948	0.353849095
MGI:1101765	0.003703705	0.003827469
MGI:97604	0.72921268	0.009296881
MGI:1914701	0.510071243	0.003937224
MGI:1917086	0.162952	1.47e-08
MGI:2178076	0.660655984	0.019326807
MGI:1859152	0.618735131	0.028092425
MGI:104810	0.919800951	0.000434457
MGI:1914107	0.220396261	0.639576788
MGI:1919022	0.151190956	0.027913341
MGI:97613	0.508669283	0.000513591
MGI:104778	0.725330303	0.094397864
MGI:97615	0.512664809	3.7e-05
MGI:2683547	0.169973837	0.255445882
MGI:1277961	0.185493351	0.202501625
MGI:1860485	0.676271608	0.013552561
MGI:1923802	0.482416803	0.006479096
MGI:2388662	0.143916279	0.000804624
MGI:2445094	0.633665114	0.005115068
MGI:1919537	0.181340942	0.003979886
MGI:1919051	0.600327009	0.000858892
MGI:2388284	0.12166262	0.014955726
MGI:1916832	0.641421852	0.355671544
MGI:2143132	0.013571123	0.00261077
MGI:97620	0.013981444	0.011639165
MGI:87920	0.000831004	1.28e-06
MGI:1914155	0.106006987	0.237308033
MGI:1914218	0.041025443	4.52e-06
MGI:101783	0.021121277	0.34078042
MGI:99907	0.580331886	1.4e-05
MGI:1858197	0.03264777	3.67e-05
MGI:104809	0.036777622	0.492476418
MGI:104807	0.061924563	0.977562231
MGI:2154239	0.743256035	0.003574791
MGI:2442939	0.097733608	0.179581851
MGI:104662	0.182743196	0.001605478
MGI:1859214	0.776423204	0.018492608
MGI:1918568	0.833037519	0.00042992
MGI:1920328	0.008429542	0.000148677
MGI:1915853	0.031382581	8.59e-05
MGI:1891698	0.266439398	9.17e-07
MGI:1100514	0.17176108	0.031185935
MGI:1914702	0.580961467	0.000128931
MGI:2144151	0.323194695	0.274184395
MGI:1918951	0.150078696	0.045739939
MGI:2153207	0.616716438	0.019006802
MGI:97741	0.996855572	0.00908548
MGI:1915061	0.333081024	0.000967525
MGI:1921076	0.121440947	0.041594898
MGI:103288	0.737231703	0.64654986
MGI:108403	0.847799889	0.000984247
MGI:98086	0.544597943	0.409490241
MGI:2388280	0.388555893	8.03e-07
MGI:109299	0.078096411	0.00186591
MGI:2384309	0.209130759	0.000292382
MGI:109582	0.316742898	0.690096255
MGI:1913787	0.372909202	0.000183333
MGI:103295	0.081090723	0.018312739
MGI:106687	0.318920639	0.050400416
MGI:106686	0.161687987	0.356611108
MGI:97744	0.005091997	6.15e-07
MGI:101898	0.140942619	0.013544074
MGI:97831	0.098475581	1.87e-09
MGI:1922026	0.024207288	0.794571369
MGI:2387203	0.409117669	4.67e-10
MGI:1888712	0.193591762	0.366620612
MGI:1914062	0.575358324	0.143106859
MGI:1915237	0.662383886	0.004190832
MGI:1924750	0.129466365	0.069963034
MGI:1914783	0.005778641	1.18e-05
MGI:894649	0.287845504	0.023433433
MGI:97749	0.244393172	0.048310024
MGI:97750	0.324894147	0.000608239
MGI:97751	0.746896909	0.001072746
MGI:1914988	0.04579546	0.106109055
MGI:1917118	0.386977703	0.641968212
MGI:2145814	0.926037907	0.000151709
MGI:2445173	0.320912936	0.233657365
MGI:106499	0.172941699	0.060308949
MGI:1916066	0.347983586	0.000107803
MGI:2447857	0.465249191	0.040893071
MGI:1917475	0.49748985	0.072062979
MGI:2142810	0.008567991	0.054436154
MGI:1194898	0.142641397	8.46e-06
MGI:99878	0.045439448	3.43e-06
MGI:101841	0.654174205	1.27e-05
MGI:1918464	0.291289443	0.003955855
MGI:106065	0.640411674	0.412306124
MGI:1919137	0.674092144	0.605499211
MGI:1919840	0.989776289	0.096020929
MGI:104968	0.956221739	0.132674337
MGI:103016	0.057040929	0.000643691
MGI:104871	0.527287665	0.512705552
MGI:1289273	0.333350017	2.12e-05
MGI:1923747	0.894469861	0.012958733
MGI:1309528	0.489897633	0.054250571
MGI:1914099	0.981869452	0.0002251
MGI:1921075	0.815997985	0.000582222
MGI:2177268	0.001928637	3.07e-06
MGI:1913635	0.262523272	0.003540602
MGI:2140494	0.4284014	0.10675748
MGI:2387581	0.445414115	0.02508312
MGI:1926334	0.003894573	0.018138117
MGI:1920949	0.299831471	0.004431061
MGI:1919228	0.508079825	0.316593174
MGI:1289252	0.456455747	3.1e-08
MGI:2388479	0.162828399	0.002193937
MGI:2388481	0.973591159	0.552898217
MGI:1349473	0.181715292	0.000691485
MGI:107164	0.514227289	1.2e-06
MGI:107172	0.088150708	0.001234709
MGI:1917601	0.542739954	0.000250245
MGI:3027896	0.89882884	0.061860561
MGI:102666	0.31135453	0.097092198
MGI:1915107	0.473554133	0.003443066
MGI:2442163	0.648977895	0.411731545
MGI:1918724	0.347490494	0.07414344
MGI:1921807	0.160834312	0.000545737
MGI:1298204	0.545063681	0.014116162
MGI:2443069	0.530755634	0.35410392
MGI:1919711	0.587076387	0.013329671
MGI:1917923	0.253211414	0.050075707
MGI:109486	0.056240036	1.07e-05
MGI:88034	0.860742413	0.171970667
MGI:1859815	0.053983709	0.045817917
MGI:1859821	0.203260891	0.044330675
MGI:894320	0.491933957	2.85e-05
MGI:1355326	0.06219909	0.087988363
MGI:2151110	0.029681986	0.00418319
MGI:1270863	0.659830656	2.34e-05
MGI:1891344	0.200525371	0.012429424
MGI:2145955	0.466377422	0.152924997
MGI:1336173	0.391576742	0.000341571
MGI:1336167	0.572654348	0.315686743
MGI:97592	0.276227945	0.163758312
MGI:108411	0.044755314	0.027813436
MGI:1336153	0.500445797	0.009583181
MGI:104878	0.062208401	0.000254188
MGI:108025	0.925487216	3.2e-06
MGI:97598	0.061316971	0.131317609
MGI:107877	0.138871741	0.072868172
MGI:104779	0.994405868	0.705476817
MGI:1344375	0.290471551	0.024220077
MGI:107846	0.387162022	0.000324439
MGI:1919224	0.686609897	3.55e-05
MGI:1351645	0.548296701	0.018037511
MGI:97771	0.720662414	0.004662629
MGI:97770	0.4749403	0.001129939
MGI:1929093	0.229780377	0.011406861
MGI:1915189	0.593441793	0.635344041
MGI:1860488	0.09083943	0.438980585
MGI:106247	0.563194993	0.018950884
MGI:1918017	0.587264256	0.195583965
MGI:1916238	0.994857097	0.001120141
MGI:1916962	0.61445927	0.017326043
MGI:1917302	0.392383202	0.008124324
MGI:1860512	0.576418379	0.042793564
MGI:1922946	0.906583263	0.026945501
MGI:2179381	0.685456144	0.260232455
MGI:97776	0.928569108	0.006293968
MGI:1915013	0.7273207	0.000119308
MGI:2384838	0.180122604	0.000559428
MGI:2443403	0.733474121	0.014401302
MGI:1916106	0.593280437	3.3e-07
MGI:1915467	0.679909318	0.053405337
MGI:1923304	0.602423611	0.000738047
MGI:1913754	0.197096512	0.103345459
MGI:97783	0.280881366	0.013658195
MGI:1918215	0.544140628	0.001842508
MGI:2142116	0.646057719	2.72e-05
MGI:1347005	0.975355022	0.118297249
MGI:104885	0.792213353	0.143119268
MGI:104883	0.217176149	0.025156122
MGI:1347060	0.579283366	0.250081494
MGI:1347006	0.698409371	0.075302803
MGI:1347070	0.686808929	0.018581671
MGI:104884	0.988778953	0.033045323
MGI:1347045	0.759287202	0.517953704
MGI:1347014	0.362317279	0.129231188
MGI:1098257	0.98259674	0.003044453
MGI:1194513	0.057299049	0.000459414
MGI:104880	0.830670544	0.183305533
MGI:107637	0.979860264	0.964929906
MGI:1346527	0.185703866	2.57e-05
MGI:1346526	0.564634811	0.002300508
MGI:106054	0.392758859	0.917057164
MGI:109555	0.54942641	7.8e-06
MGI:1098754	0.937355588	0.092064955
MGI:1346093	0.940089967	0.030394978
MGI:105047	0.143451027	0.00067978
MGI:1914339	0.494855919	0.098567013
MGI:1917497	0.977693653	0.23430752
MGI:1858898	0.359128915	0.644208449
MGI:1916327	0.041215306	1.3e-05
MGI:1914247	0.733276841	0.000332572
MGI:1345192	0.744416123	0.013644153
MGI:1913284	0.859299811	8.15e-05
MGI:1096584	0.565738955	0.578847411
MGI:98858	0.014230745	0.320651286
MGI:1201670	0.277358715	3.61e-06
MGI:1914248	0.748953675	0.615198376
MGI:1913663	0.994357181	0.355075283
MGI:1351511	0.148523797	0.13305607
MGI:1888669	0.397263073	0.468513442
MGI:1914401	0.202684632	0.000920748
MGI:1096367	0.879480897	1.63e-05
MGI:1096365	0.458999525	4.29e-05
MGI:1096366	0.553581506	0.014256915
MGI:2143994	0.489139924	0.005350189
MGI:1346072	0.936473423	0.011245663
MGI:1860263	0.944629888	0.014128766
MGI:1922901	0.263867337	0.105901147
MGI:1913756	0.768038508	0.39239988
MGI:1913895	0.899776319	0.013226226
MGI:97791	0.656207867	0.007214452
MGI:1860489	0.725930899	6.38e-05
MGI:1916177	0.989317569	0.052355077
MGI:1917206	0.158749467	0.030904036
MGI:109583	0.318123103	0.00155262
MGI:107372	0.730447059	0.000372377
MGI:1917592	0.796243692	0.063353656
MGI:1929282	0.32111315	0.000144538
MGI:1914353	0.089905823	0.232226996
MGI:1916372	0.316634144	3.07e-05
MGI:1916452	0.017289602	0.064801526
MGI:1277096	0.061062312	8.65e-07
MGI:1277117	0.993276936	2.14e-05
	0.185173913	0.000437007
MGI:1913711	0.185173913	0.000437007
MGI:99511	0.066093266	8.65e-06
MGI:104673	0.067517021	0.00522505
