Uniprot.Accession	Gene.name	Gene.Name..Synpcc7942.only.
O68523	nblR	Synpcc7942_2305
Q8RQ68	nblS	Synpcc7942_0924
Q31NJ6	ndhA	Synpcc7942_1343
Q31LR3	ndhD2	Synpcc7942_1976
Q31ME6	ndhH	Synpcc7942_1743
Q31NJ5	ndhI	Synpcc7942_1344
Q31P07	ndhJ	Synpcc7942_1182
Q31P08	ndhK	Synpcc7942_1181
Q31LQ7	ndhM	Synpcc7942_1982
Q31L05	ndhN	Synpcc7942_2234
Q8GIT3	ndhO	Synpcc7942_2487
P50590	ndk	Synpcc7942_2497
Q8L1E4	nha	Synpcc7942_2394
P39661	nirA	Synpcc7942_1240
P38045	nrtC	Synpcc7942_1237
P29283	ntcA	Synpcc7942_0127
Q8GIR7	nusB	Synpcc7942_2471
Q31PN0	obg	Synpcc7942_0959
Q54709	opcA	Synpcc7942_2333
Q31KK8	panB	Synpcc7942_2381
Q31P38	panC/cmk	Synpcc7942_1151
Q8KUU9	parB	Synpcc7942_B2626
Q8KPS9	pcyA	Synpcc7942_1225
P26294	pds	Synpcc7942_1983
Q8KPR0	pdxJ	Synpcc7942_1194
O06865	pepA	Synpcc7942_1190
Q31NV8	petA	Synpcc7942_1231
Q54711	petB	Synpcc7942_2331
Q31NV7	petC	Synpcc7942_1232
Q54710	petD	Synpcc7942_2332
P55020	petE	Synpcc7942_1088
P0A3D2	petF	Synpcc7942_1499
P25935	petJ	Synpcc7942_1630
Q31RP8	petJ1	Synpcc7942_0239
Q31QP5	pfkA	Synpcc7942_0592
Q31LL0	pgi	Synpcc7942_2029
Q31P73	pgk	Synpcc7942_1116
Q31LH5	pheS	Synpcc7942_2064
P74764	pheT	Synpcc7942_1293
Q31N85	plsX	Synpcc7942_1454
Q31KE9	pnp	Synpcc7942_2440
Q31NF6	ppa	Synpcc7942_1383
Q31KY7	ppc	Synpcc7942_2252
Q31M24	ppnK1	Synpcc7942_1865
Q31KT5	ppnK2	Synpcc7942_2304
Q31L36	prfA	Synpcc7942_2203
Q31KM4	prfC	Synpcc7942_2365
Q31N39	prmA	Synpcc7942_1500
Q31KX4	proA	Synpcc7942_2265
Q31L42	proB	Synpcc7942_2197
Q31LT0	proS	Synpcc7942_1959
Q59988	prs	Synpcc7942_2113
Q31LJ0	psaA	Synpcc7942_2049
Q31LJ1	psaB	Synpcc7942_2048
Q31QV2	psaC	Synpcc7942_0535
Q31NL7	psaE	Synpcc7942_1322
P95822	psaL	Synpcc7942_2342
Q31ML0	psb28	Synpcc7942_1679
P04996	psbA1	Synpcc7942_0424
P31094	psbB	Synpcc7942_0697
P11004	psbC	Synpcc7942_0656
P11005	psbD1	Synpcc7942_0655
Q8KPP3	psbE	Synpcc7942_1177
Q31RR2	psbH	Synpcc7942_0225
Q8KPP1	psbL	Synpcc7942_1175
P11472	psbO	Synpcc7942_0294
Q31M07	psbU	Synpcc7942_1882
Q31LM9	psbV	Synpcc7942_2010
Q8GIS4	psbW	Synpcc7942_2478
Q31LS7	psbY	Synpcc7942_1962
Q31KE8	pstB	Synpcc7942_2441
Q31RR0	pth	Synpcc7942_0227
Q8GMR3	pur6	Synpcc7942_0441
Q31KI0	purA	Synpcc7942_2409
Q31PR2	purC	Synpcc7942_0927
Q55038	purF	Synpcc7942_0004
Q31R91	purH	Synpcc7942_0396
Q54975	purK	Synpcc7942_1428
Q55041	purL	Synpcc7942_0003
Q31PY7	purM	Synpcc7942_0851
Q31Q18	purQ	Synpcc7942_0819
Q31QP9	purT	Synpcc7942_0588
Q31QG7	pyrB	Synpcc7942_0670
Q31RJ7	pyrD	Synpcc7942_0290
Q31JZ7	pyrE	Synpcc7942_2592
Q31K20	pyrF	Synpcc7942_2569
Q54775	pyrG	Synpcc7942_1954
Q31QY1	pyrH	Synpcc7942_0506
Q31NM0	pyrR	Synpcc7942_1319
Q31KP1	queA	Synpcc7942_2348
Q99QJ5	rbcR	Synpcc7942_1980
Q31RD2	rbfA	Synpcc7942_0355
Q31RD9	recA	Synpcc7942_0348
Q31NH0	recR	Synpcc7942_1369
P27477	rhdA	Synpcc7942_1689
Q31KZ5	ribH	Synpcc7942_2244
Q31KY0	rimM	Synpcc7942_2259
Q935Y2	rimO	Synpcc7942_2512
Q31LL6	rimP	Synpcc7942_2023
Q31MP4	rnc	Synpcc7942_1645
Q31LM8	rnz	Synpcc7942_2011
P29820	rot	Synpcc7942_1431
Q31PB6	rph	Synpcc7942_1073
Q31QQ3	rpiA	Synpcc7942_0584
Q31QK4	rplA	Synpcc7942_0633
Q31L10	rplB	Synpcc7942_2229
Q31L07	rplC	Synpcc7942_2232
Q31L08	rplD	Synpcc7942_2231
Q31L19	rplE	Synpcc7942_2220
Q31L21	rplF	Synpcc7942_2218
Q31K30	rplI	Synpcc7942_2559
Q31QK5	rplJ	Synpcc7942_0632
Q31QK3	rplK	Synpcc7942_0634
Q31QK6	rplL	Synpcc7942_0631
Q31L33	rplM	Synpcc7942_2206
Q31L17	rplN	Synpcc7942_2222
P31160	rplO	Synpcc7942_2215
Q31L31	rplQ	Synpcc7942_2208
Q31L22	rplR	Synpcc7942_2217
Q31K48	rplS	Synpcc7942_2541
Q31NR2	rplT	Synpcc7942_1277
Q9Z3H5	rplU	Synpcc7942_1219
Q31L12	rplV	Synpcc7942_2227
Q31L09	rplW	Synpcc7942_2230
Q31L18	rplX	Synpcc7942_2221
Q9Z3H6	rpmA	Synpcc7942_1220
Q31S95	rpmB	Synpcc7942_0042
Q31L15	rpmC	Synpcc7942_2224
Q31L35	rpmE	Synpcc7942_2204
Q31PJ2	rpmF	Synpcc7942_0997
Q31NR1	rpmI	Synpcc7942_1278
Q31L30	rpoA	Synpcc7942_2209
Q31N17	rpoB	Synpcc7942_1522
P42079	rpoC1	Synpcc7942_1523
Q31N15	rpoC2	Synpcc7942_1524
P38023	rpoD1	Synpcc7942_0649
Q31ME3	rpoD2	Synpcc7942_1746
Q31MH9	rpoZ	Synpcc7942_1710
O33698	rpsA	Synpcc7942_1591
Q31K59	rpsB	Synpcc7942_2530
Q31L13	rpsC	Synpcc7942_2226
Q31N52	rpsD	Synpcc7942_1487
Q31L23	rpsE	Synpcc7942_2216
Q31SC5	rpsF	Synpcc7942_0012
Q31PV3	rpsG	Synpcc7942_0886
Q31L20	rpsH	Synpcc7942_2219
Q31L34	rpsI	Synpcc7942_2205
Q31PV6	rpsJ	Synpcc7942_0883
Q31L29	rpsK	Synpcc7942_2210
P63200	rpsL	Synpcc7942_0887
Q31L28	rpsM	Synpcc7942_2211
Q31KU0	rpsO	Synpcc7942_2299
Q31MB7	rpsP	Synpcc7942_1772
Q31L16	rpsQ	Synpcc7942_2223
Q31P66	rpsR	Synpcc7942_1123
Q31L11	rpsS	Synpcc7942_2228
Q31N19	rpsT	Synpcc7942_1520
Q31MB5	rpsU	Synpcc7942_1774
Q31RH6	rsmA	Synpcc7942_0311
Q31RM0	rsmG	Synpcc7942_0267
Q31RW3	rsmI	Synpcc7942_0174
Q8KPP5	rubR	Synpcc7942_1179
Q06904	sasA	Synpcc7942_2114
Q31RJ2	sat	Synpcc7942_0295
P27366	sbpA	Synpcc7942_1681
Q55357	secA	Synpcc7942_0289
Q31RZ5	secD	Synpcc7942_0142
Q31RZ6	secF	Synpcc7942_0141
P0A4H0	secY	Synpcc7942_2214
Q8GMT3	sek0003	Synpcc7942_0467
Q79AV0	sek0024	Synpcc7942_0446
Q8GAA4	sek0026	Synpcc7942_0444
Q8GMR4	sek0027	Synpcc7942_0443
Q8GMQ4	sek0043	Synpcc7942_0427
Q8GMQ3	sek0044	Synpcc7942_0426
Q8GMQ5	sel0037	Synpcc7942_0433
Q8GMR7	serS	Synpcc7942_0449
P30008	sir	Synpcc7942_0019
Q31LJ4	smc	Synpcc7942_2045
P30331	smtA	Synpcc7942_1290
P18655	sodB	Synpcc7942_0801
Q31PF2	speA	Synpcc7942_1037
Q31QK9	speE	Synpcc7942_0628
Q31KZ0	speH2	Synpcc7942_2249
P39663	sphR	Synpcc7942_1012
P39665	sphX	Synpcc7942_2445
Q54734	sqdB	Synpcc7942_0578
Q31LH6	surE	Synpcc7942_2063
Q31KU2	tal	Synpcc7942_2297
Q31RR1	tatA	Synpcc7942_0226
Q8GAA6	tgt	Synpcc7942_0455
Q31MY4	thf1	Synpcc7942_1555
Q31P93	thiC	Synpcc7942_1096
Q31QR1	thiG	Synpcc7942_0576
Q54757	thiL	Synpcc7942_2567
Q31N99	thrB	Synpcc7942_1440
Q31JY3	thrS	Synpcc7942_2606
Q935Z3	tig	Synpcc7942_2524
Q31P51	tilS	Synpcc7942_1138
Q31S44	tmk	Synpcc7942_0093
P34185	topA	Synpcc7942_1416
Q31NS8	tpiA	Synpcc7942_1261
Q7X4K8	tpxA	Synpcc7942_2309
Q31L04	trmD	Synpcc7942_2235
Q31NM4	trmFO	Synpcc7942_1315
Q31R76	trpA	Synpcc7942_0411
Q31L96	trpB	Synpcc7942_2143
Q8KPR4	trpC	Synpcc7942_1197
Q31LB6	trpD	Synpcc7942_2123
Q31R79	trpF	Synpcc7942_0408
Q8KIY0	truB	Synpcc7942_1222
Q9ALA7	trx	Synpcc7942_1978
P12243	trxA	Synpcc7942_1830
Q31K58	tsf	Synpcc7942_2531
P33171	tuf	Synpcc7942_0884
P35088	txlA	Synpcc7942_2128
Q31K19	tyrS	Synpcc7942_2570
Q31MH4	upp	Synpcc7942_1715
Q31QS4	uvrB	Synpcc7942_0563
Q31QQ0	valS	Synpcc7942_0587
Q31RB9	xseA	Synpcc7942_0368
Q31KR8	ycf3	Synpcc7942_2321
Q31QI3	ycf4	Synpcc7942_0654
Q31N27	zds	Synpcc7942_1512
P29686	zwf	Synpcc7942_2334
