Entry	Entry.Name	Gene.Names	Cross-reference	Gene.Names2	Gene.Names3
A0A454XMG6	A0A454XMG6_OSTTA	BE221DRAFT_144123	KZ155774;		
A0A1Y5I4Z1	A0A1Y5I4Z1_OSTTA	BE221DRAFT_175391	KZ155832;		
Q011A1	Q011A1_OSTTA	OT_ostta09g03690	CAID01000009;		
A0A090N4A1	A0A090N4A1_OSTTA	OT_ostta11g00060	CAID01000011;		
A0A090N367	A0A090N367_OSTTA	OT_ostta04g02610	CAID01000004;		
A0A454XJ00	A0A454XJ00_OSTTA	BE221DRAFT_195258	KZ155787;		
A0A1Y5I8B5	A0A1Y5I8B5_OSTTA	BE221DRAFT_11509	KZ155785;		
A0A090MEL3	A0A090MEL3_OSTTA	OT_ostta08g01270	CAID01000008;		
A0A1Y5HXT0	A0A1Y5HXT0_OSTTA	BE221DRAFT_163606	KZ155839;		
A0A454XKS9	A0A454XKS9_OSTTA	BE221DRAFT_215274	KZ155820;		
A0A1Y5IFE7	A0A1Y5IFE7_OSTTA	BE221DRAFT_146175	KZ155785;		
A0A1Y5IK28	A0A1Y5IK28_OSTTA	BE221DRAFT_67307	KZ155772;		
A0A454XZI9	A0A454XZI9_OSTTA	BE221DRAFT_194861	KZ155832;		
A0A1Y5IRE7	A0A1Y5IRE7_OSTTA	BE221DRAFT_143636	KZ155771;		
A0A454XZW8	A0A454XZW8_OSTTA	BE221DRAFT_194101	KZ155826;		
A0A1Y5IMD5	A0A1Y5IMD5_OSTTA	BE221DRAFT_70030	KZ155776;		
A0A1Y5IEJ1	A0A1Y5IEJ1_OSTTA	BE221DRAFT_91116	KZ155776;		
A0A1Y5ICN3	A0A1Y5ICN3_OSTTA	BE221DRAFT_77962	KZ155795;		
A0A1Y5IBU0	A0A1Y5IBU0_OSTTA	BE221DRAFT_201124	KZ155810;		
A0A1Y5ILE5	A0A1Y5ILE5_OSTTA	BE221DRAFT_69879	KZ155776;		
A0A096P8N8	A0A096P8N8_OSTTA	OT_ostta16g01890	CAID01000016;		
Q019Y2	Q019Y2_OSTTA	OT_ostta05g00380	CAID01000005;		
A0A1Y5ID04	A0A1Y5ID04_OSTTA	BE221DRAFT_71900	KZ155778;		
A0A1Y5I2C1	A0A1Y5I2C1_OSTTA	BE221DRAFT_80061	KZ155831;		
A0A090N4T2	A0A090N4T2_OSTTA	OT_ostta08g00540	CAID01000008;		
A0A1Y5IK18	A0A1Y5IK18_OSTTA	BE221DRAFT_189753	KZ155774;		
Q01GF5	Q01GF5_OSTTA	OT_ostta01g02770	CAID01000001;		
A0A1Y5INQ2	A0A1Y5INQ2_OSTTA	BE221DRAFT_67435	KZ155772;		
A0A1Y5I9S1	A0A1Y5I9S1_OSTTA	BE221DRAFT_192198	KZ155784;		
A0A1Y5IFI9	A0A1Y5IFI9_OSTTA	BE221DRAFT_55467	KZ155780;		
Q013E8	Q013E8_OSTTA	OT_ostta08g02500	CAID01000008;		
A0A1Y5I841	A0A1Y5I841_OSTTA	BE221DRAFT_78236	KZ155825;		
A0A096P814	A0A096P814_OSTTA	OT_ostta16g01830	CAID01000016;		
A0A096P7N7	A0A096P7N7_OSTTA	OT_ostta03g00750	CAID01000003;		
A0A096P7D0	A0A096P7D0_OSTTA	OT_ostta13g01270	CAID01000013;		
A0A096P9V3	A0A096P9V3_OSTTA	OT_ostta18g00890	CAID01000018;		
A0A090M5Z2	A0A090M5Z2_OSTTA	OT_ostta11g02095	CAID01000011;		
A0A096P8G5	A0A096P8G5_OSTTA	OT_ostta17g01330	CAID01000017;		
A0A090M4N1	A0A090M4N1_OSTTA	OT_ostta03g01970	CAID01000003;		
A0A090M3Y6	A0A090M3Y6_OSTTA	OT_ostta01g03660	CAID01000001;		
Q00XV3	Q00XV3_OSTTA	OT_ostta12g02065	CAID01000012;		
A0A090M433	A0A090M433_OSTTA	OT_ostta09g00800	CAID01000009;		
A0A1Y5I8C9	A0A1Y5I8C9_OSTTA	BE221DRAFT_76188	KZ155785;		
A0A1Y5IAE1	A0A1Y5IAE1_OSTTA	BE221DRAFT_208162	KZ155787;		
A0A1Y5IBW0	A0A1Y5IBW0_OSTTA	BE221DRAFT_167313	KZ155780;		
A0A1Y5IHD7	A0A1Y5IHD7_OSTTA	BE221DRAFT_145188	KZ155778;		
A0A096P7L9	A0A096P7L9_OSTTA	OT_ostta13g02390	CAID01000013;		
A0A1Y5ILJ4	A0A1Y5ILJ4_OSTTA	BE221DRAFT_70398	KZ155776;		
A0A090M8U4	A0A090M8U4_OSTTA	OT_ostta06g04470	CAID01000006;		
A0A096PAH1	A0A096PAH1_OSTTA	OT_ostta15g01070	CAID01000015;		
A0A1Y5IEG3	A0A1Y5IEG3_OSTTA	BE221DRAFT_204100	KZ155776;		
Q01CV3	Q01CV3_OSTTA	OT_ostta03g02010	CAID01000003;		
A0A090MAG9	A0A090MAG9_OSTTA	OT_ostta11g02890	CAID01000011;		
A0A454XPZ9	A0A454XPZ9_OSTTA	BE221DRAFT_187225	KZ155838;		
Q00V56	Q00V56_OSTTA	OT_ostta15g01470	CAID01000015;		
A0A090MF49	A0A090MF49_OSTTA	OT_ostta08g04190	CAID01000008;		
A0A090MDZ1	A0A090MDZ1_OSTTA	OT_ostta02g03670	CAID01000002;		
A0A090N338	A0A090N338_OSTTA	OT_ostta04g00690	CAID01000004;		
A0A1Y5I560	A0A1Y5I560_OSTTA	BE221DRAFT_201041	KZ155808;		
A0A090M3L1	A0A090M3L1_OSTTA	OT_ostta03g04520	CAID01000003;		
A0A1Y5I614	A0A1Y5I614_OSTTA	BE221DRAFT_118798	KZ155830;		
A0A454Y337	A0A454Y337_OSTTA	BE221DRAFT_188915	KZ155771;		
A0A454XIU1	A0A454XIU1_OSTTA	BE221DRAFT_194005	KZ155826;		
A0A1Y5IFT1	A0A1Y5IFT1_OSTTA	BE221DRAFT_191605	KZ155780;		
A0A090N3J7	A0A090N3J7_OSTTA	OT_ostta06g00710	CAID01000006;		
A0A1Y5I5X7	A0A1Y5I5X7_OSTTA	BE221DRAFT_193568	KZ155795;		
Q01AN1	Q01AN1_OSTTA	OT_ostta04g03480	CAID01000004;		
A0A1Y5I6N5	A0A1Y5I6N5_OSTTA	BE221DRAFT_207034	KZ155826;		
A0A454XPI8	A0A454XPI8_OSTTA	BE221DRAFT_84938	KZ155838;		
A0A1Y5I9G9	A0A1Y5I9G9_OSTTA	BE221DRAFT_74796	KZ155784;		
A0A454XVA2	A0A454XVA2_OSTTA	BE221DRAFT_69438	KZ155776;		
A0A1Y5IF04	A0A1Y5IF04_OSTTA	BE221DRAFT_191821	KZ155782;		
A0A1Y5IIN3	A0A1Y5IIN3_OSTTA	BE221DRAFT_167019	KZ155780;		
A0A1Y5I5D8	A0A1Y5I5D8_OSTTA	BE221DRAFT_56914	KZ155804;		
A0A1Y5I595	A0A1Y5I595_OSTTA	BE221DRAFT_201010	KZ155805;		
A0A1Y5IIA8	A0A1Y5IIA8_OSTTA	BE221DRAFT_144101	KZ155774;		
A0A454XQ56	A0A454XQ56_OSTTA	BE221DRAFT_188612	KZ155771;		
A0A090M7F5	A0A090M7F5_OSTTA	OT_ostta02g02050	CAID01000002;		
A0A1Y5I029	A0A1Y5I029_OSTTA	BE221DRAFT_187629	KZ155838;		
A0A090M7Z2	A0A090M7Z2_OSTTA	OT_ostta02g04190	CAID01000002;		
A0A1Y5IEZ6	A0A1Y5IEZ6_OSTTA	BE221DRAFT_191815	KZ155782;		
A0A1Y5I6A4	A0A1Y5I6A4_OSTTA	BE221DRAFT_146726	KZ155791;		
A0A1Y5I468	A0A1Y5I468_OSTTA	BE221DRAFT_193760	KZ155825;		
A0A454XLH8	A0A454XLH8_OSTTA	BE221DRAFT_81647	KZ155835;		
A0A1Y5IMC4	A0A1Y5IMC4_OSTTA	BE221DRAFT_144687	KZ155776;		
A0A1Y5I5E8	A0A1Y5I5E8_OSTTA	BE221DRAFT_118111	KZ155826;		
A0A1Y5IIL3	A0A1Y5IIL3_OSTTA	BE221DRAFT_204905	KZ155780;		
A0A1Y5IEF2	A0A1Y5IEF2_OSTTA	BE221DRAFT_192062	KZ155783;		
A0A454Y7B8	A0A454Y7B8_OSTTA	BE221DRAFT_194204	KZ155826;		
A0A090N480	A0A090N480_OSTTA	OT_ostta10g02320	CAID01000010;		
Q019P5	Q019P5_OSTTA	OT_ostta05g01260	CAID01000005;		
A0A1Y5IDK9	A0A1Y5IDK9_OSTTA	BE221DRAFT_71779	KZ155778;		
A0A1Y5I636	A0A1Y5I636_OSTTA	BE221DRAFT_194340	KZ155826;		
A0A090M5X5	A0A090M5X5_OSTTA	OT_ostta05g03620	CAID01000005;		
A0A1Y5I144	A0A1Y5I144_OSTTA	BE221DRAFT_63513	KZ155839;		
A0A1Y5I7T0	A0A1Y5I7T0_OSTTA	BE221DRAFT_82048	KZ155787;		
Q012E1	Q012E1_OSTTA	OT_ostta09g00760	CAID01000009;		
A0A096PA43	A0A096PA43_OSTTA	OT_ostta20g00400	CAID01000020;		
A0A454Y3I6	A0A454Y3I6_OSTTA	BE221DRAFT_194892	KZ155832;		
A0A1Y5I9E5	A0A1Y5I9E5_OSTTA	BE221DRAFT_192183	KZ155784;		
A0A454XXK4	A0A454XXK4_OSTTA	BE221DRAFT_69536	KZ155776;		
A0A096PB88	A0A096PB88_OSTTA	OT_ostta15g02510	CAID01000015;		
A0A090M2G7	A0A090M2G7_OSTTA	OT_ostta01g03700	CAID01000001;		
A0A096P919	A0A096P919_OSTTA	OT_ostta17g00230	CAID01000017;		
A0A090M424	A0A090M424_OSTTA	OT_ostta04g00230	CAID01000004;		
Q01C31	Q01C31_OSTTA	OT_ostta03g04860	CAID01000003;		
Q018G6	Q018G6_OSTTA	OT_ostta05g04415	CAID01000005;		
A0A090M7X3	A0A090M7X3_OSTTA	OT_ostta07g03420	CAID01000007;		
A0A454XNW6	A0A454XNW6_OSTTA	BE221DRAFT_193084	KZ155790;		
A0A454XSF2	A0A454XSF2_OSTTA	BE221DRAFT_143122	KZ155771;		
A0A096PC18	A0A096PC18_OSTTA	OT_ostta14g02960	CAID01000014;		
Q018C0	Q018C0_OSTTA	OT_ostta05g04840	CAID01000005;		
A0A1Y5IQU8	A0A1Y5IQU8_OSTTA	BE221DRAFT_143450	KZ155771;		
A0A096P7U7	A0A096P7U7_OSTTA	OT_ostta16g00200	CAID01000016;		
A0A090M8Y7	A0A090M8Y7_OSTTA	OT_ostta09g03580	CAID01000009;		
A0A1Y5I8L1	A0A1Y5I8L1_OSTTA	BE221DRAFT_192590	KZ155785;		
A0A090N469	A0A090N469_OSTTA	OT_ostta10g01470	CAID01000010;		
Q01G17	Q01G17_OSTTA	OT_ostta01g04230	CAID01000001;		
A0A090N2W0	A0A090N2W0_OSTTA	OT_ostta01g06420	CAID01000001;		
Q01GB0	Q01GB0_OSTTA	OT_ostta01g03270	CAID01000001;		
A0A090LY67	A0A090LY67_OSTTA	OT_ostta01g04990	CAID01000001;		
Q01CX0	Q01CX0_OSTTA	OT_ostta03g01820	CAID01000003;		
A0A1Y5I328	A0A1Y5I328_OSTTA	BE221DRAFT_195194	KZ155835;		
A0A1Y5IJW9	A0A1Y5IJW9_OSTTA	BE221DRAFT_60862	KZ155778;		
Q013K2	Q013K2_OSTTA	OT_ostta08g01930	CAID01000008;		
A0A1Y5I5D6	A0A1Y5I5D6_OSTTA	BE221DRAFT_148576	KZ155805;		
A0A090MCH4	A0A090MCH4_OSTTA	OT_ostta08g01050	CAID01000008;		
A0A096P7Y6	A0A096P7Y6_OSTTA	OT_ostta16g01450	CAID01000016;		
A0A090M7G7	A0A090M7G7_OSTTA	OT_ostta02g01400	CAID01000002;		
Q6PYY8	Q6PYY8_OSTTA	aamy1	AY570709;		aamy1
A0A090M3F3	A0A090M3F3_OSTTA	OT_ostta01g01020	CAID01000001;		
A0A096P930	A0A096P930_OSTTA	OT_ostta17g00950	CAID01000017;		
A0A096PAD1	A0A096PAD1_OSTTA	OT_ostta15g02805	CAID01000015;		
A0A1Y5I1L3	A0A1Y5I1L3_OSTTA	BE221DRAFT_63415	KZ155839;		
A0A1Y5I5P3	A0A1Y5I5P3_OSTTA	BE221DRAFT_195508	KZ155798;		
A0A1Y5I1R3	A0A1Y5I1R3_OSTTA	BE221DRAFT_196415	KZ155839;		
A0A1Y5I2J0	A0A1Y5I2J0_OSTTA	BE221DRAFT_83051	KZ155827;		
A0A096P7X0	A0A096P7X0_OSTTA	OT_ostta03g01740	CAID01000003;		
A0A1Y5I577	A0A1Y5I577_OSTTA	BE221DRAFT_105298	KZ155839;		
A0A096P876	A0A096P876_OSTTA	OT_ostta13g01550	CAID01000013;		
A0A454Y4S0	A0A454Y4S0_OSTTA	BE221DRAFT_206409	KZ155790;		
A0A454Y5F7	A0A454Y5F7_OSTTA	BE221DRAFT_73301	KZ155780;		
A0A1Y5I2I4	A0A1Y5I2I4_OSTTA	BE221DRAFT_2034	KZ155838;		
A0A1Y5HZX0	A0A1Y5HZX0_OSTTA	BE221DRAFT_103959	KZ155838;		
A0A1Y5IG80	A0A1Y5IG80_OSTTA	BE221DRAFT_73120	KZ155780;		
A0A454Y517	A0A454Y517_OSTTA	BE221DRAFT_190566	KZ155776;		
A0A454XK46	A0A454XK46_OSTTA	BE221DRAFT_187178	KZ155838;		
A0A1Y5I4X9	A0A1Y5I4X9_OSTTA	BE221DRAFT_148555	KZ155812;		
A0A090M1F3	A0A090M1F3_OSTTA	OT_ostta05g02820	CAID01000005;		
A0A090M9N8	A0A090M9N8_OSTTA	OT_ostta10g02640	CAID01000010;		
A0A1Y5I020	A0A1Y5I020_OSTTA	BE221DRAFT_61976	KZ155838;		
A0A1Y5IIK3	A0A1Y5IIK3_OSTTA	BE221DRAFT_65225	KZ155771;		
A0A1Y5HYR1	A0A1Y5HYR1_OSTTA	BE221DRAFT_187059	KZ155838;		
A0A1Y5I5E7	A0A1Y5I5E7_OSTTA	BE221DRAFT_200918	KZ155804;		
A0A1Y5IG34	A0A1Y5IG34_OSTTA	BE221DRAFT_69358	KZ155774;		
A0A1Y5IEH6	A0A1Y5IEH6_OSTTA	BE221DRAFT_205464	KZ155783;		
A0A1Y5ICD5	A0A1Y5ICD5_OSTTA	BE221DRAFT_201118	KZ155810;		
A0A1Y5IG02	A0A1Y5IG02_OSTTA	BE221DRAFT_189722	KZ155774;		
A0A1Y5IJZ5	A0A1Y5IJZ5_OSTTA	BE221DRAFT_111437	KZ155778;		
A0A1Y5IA90	A0A1Y5IA90_OSTTA	BE221DRAFT_74836	KZ155784;		
Q012H1	Q012H1_OSTTA	OT_ostta09g00500	CAID01000009;		
A0A1Y5IGV7	A0A1Y5IGV7_OSTTA	BE221DRAFT_197132	KZ155772;		
A0A090M5X9	A0A090M5X9_OSTTA	OT_ostta04g01550	CAID01000004;		
A0A090M2J8	A0A090M2J8_OSTTA	OT_ostta06g03670	CAID01000006;		
A0A1Y5HYA4	A0A1Y5HYA4_OSTTA	BE221DRAFT_64442	KZ155839;		
A0A1Y5ICJ4	A0A1Y5ICJ4_OSTTA	BE221DRAFT_47940	KZ155785;		
Q00WF9	Q00WF9_OSTTA	OT_ostta14g00420	CAID01000014;		
A0A090M9G8	A0A090M9G8_OSTTA	OT_ostta07g03350	CAID01000007;		
A0A096PA67	A0A096PA67_OSTTA	OT_ostta02g05250	CAID01000002;		
A0A090M0E4	A0A090M0E4_OSTTA	OT_ostta04g04580	CAID01000004;		
Q00VT0	Q00VT0_OSTTA	OT_ostta14g02440	CAID01000014;		
A0A1Y5IJK2	A0A1Y5IJK2_OSTTA	BE221DRAFT_203422	KZ155774;		
A0A454XV14	A0A454XV14_OSTTA	BE221DRAFT_205582	KZ155783;		
A0A1Y5HX66	A0A1Y5HX66_OSTTA	BE221DRAFT_2354	KZ155839;		
A0A1Y5IHD4	A0A1Y5IHD4_OSTTA	BE221DRAFT_171211	KZ155772;		
A0A090M4E4	A0A090M4E4_OSTTA	OT_ostta09g02300	CAID01000009;		
A0A1Y5IAQ5	A0A1Y5IAQ5_OSTTA	BE221DRAFT_146506	KZ155790;		
A0A090M8R2	A0A090M8R2_OSTTA	OT_ostta08g03140	CAID01000008;		
A0A090M2G6	A0A090M2G6_OSTTA	OT_ostta06g03130	CAID01000006;		
Q00ZG5	Q00ZG5_OSTTA	OT_ostta10g03460	CAID01000010;		
Q00X57	Q00X57_OSTTA	OT_ostta13g01210	CAID01000013;		
A0A090M0U8	A0A090M0U8_OSTTA	OT_ostta05g00130	CAID01000005;		
A0A090LYC3	A0A090LYC3_OSTTA	OT_ostta01g04470	CAID01000001;		
A0A1Y5I6K8	A0A1Y5I6K8_OSTTA	BE221DRAFT_208530	KZ155827;		
A0A1Y5IG20	A0A1Y5IG20_OSTTA	BE221DRAFT_191693	KZ155780;		
A0A1Y5ICR1	A0A1Y5ICR1_OSTTA	BE221DRAFT_148207	KZ155803;		
A0A1Y5I3P9	A0A1Y5I3P9_OSTTA	BE221DRAFT_164755	KZ155840;		
A0A1Y5INQ8	A0A1Y5INQ8_OSTTA	BE221DRAFT_203722	KZ155774;		
A0A090LXL7	A0A090LXL7_OSTTA	OT_ostta01g02320	CAID01000001;		
A0A1Y5IK74	A0A1Y5IK74_OSTTA	BE221DRAFT_60440	KZ155778;		
A0A1Y5IKQ1	A0A1Y5IKQ1_OSTTA	BE221DRAFT_191106	KZ155778;		
A0A090M8Q0	A0A090M8Q0_OSTTA	OT_ostta09g02530	CAID01000009;		
A0A090M4N9	A0A090M4N9_OSTTA	OT_ostta09g03440	CAID01000009;		
A0A090M1U3	A0A090M1U3_OSTTA	OT_ostta06g00270	CAID01000006;		
A0A1Y5IF16	A0A1Y5IF16_OSTTA	BE221DRAFT_204205	KZ155776;		
A0A1Y5IE41	A0A1Y5IE41_OSTTA	BE221DRAFT_172661	KZ155776;		
A0A090M6E3	A0A090M6E3_OSTTA	OT_ostta04g04090	CAID01000004;		
A0A1Y5IBD2	A0A1Y5IBD2_OSTTA	BE221DRAFT_72388	KZ155780;		
Q013Y4	Q013Y4_OSTTA	OT_ostta08g00590	CAID01000008;		
A0A096P7S3	A0A096P7S3_OSTTA	OT_ostta16g00010	CAID01000016;		
Q00YQ3	Q00YQ3_OSTTA	OT_ostta11g02330	CAID01000011;		
A0A1Y5IK10	A0A1Y5IK10_OSTTA	BE221DRAFT_189379	KZ155772;		
Q01FV9	Q01FV9_OSTTA	OT_ostta01g04790	CAID01000001;		
A0A1Y5IJF9	A0A1Y5IJF9_OSTTA	BE221DRAFT_202987	KZ155771;		
A0A1Y5I340	A0A1Y5I340_OSTTA	BE221DRAFT_193967	KZ155826;		
Q5IFP0	Q5IFP0_OSTTA		AY740076;		
A0A096P9I8	A0A096P9I8_OSTTA	OT_ostta17g02330	CAID01000017;		
A0A1Y5I2H3	A0A1Y5I2H3_OSTTA	BE221DRAFT_62303	KZ155838;		
A0A1Y5IC71	A0A1Y5IC71_OSTTA	BE221DRAFT_200731	KZ155803;		
A0A454XI92	A0A454XI92_OSTTA	BE221DRAFT_63719	KZ155839;		
A0A1Y5I2J4	A0A1Y5I2J4_OSTTA	BE221DRAFT_61884	KZ155838;		
A0A090M4K3	A0A090M4K3_OSTTA	OT_ostta09g03010	CAID01000009;		
A0A090M6X4	A0A090M6X4_OSTTA	OT_ostta06g02860	CAID01000006;		
A0A1Y5I600	A0A1Y5I600_OSTTA	BE221DRAFT_117049	KZ155795;		
A0A1Y5ILU2	A0A1Y5ILU2_OSTTA	BE221DRAFT_66385	KZ155771;		
A0A1Y5I7Q5	A0A1Y5I7Q5_OSTTA	BE221DRAFT_81117	KZ155832;		
A0A1Y5I5R9	A0A1Y5I5R9_OSTTA	BE221DRAFT_194880	KZ155832;		
A0A1Y5I3X7	A0A1Y5I3X7_OSTTA	BE221DRAFT_193669	KZ155825;		
Q012X9	Q012X9_OSTTA	OT_ostta08g03220	CAID01000008;		
A0A1Y5I0B3	A0A1Y5I0B3_OSTTA	BE221DRAFT_187914	KZ155839;		
A0A1Y5IJX9	A0A1Y5IJX9_OSTTA	BE221DRAFT_108651	KZ155774;		
A0A1Y5I6P0	A0A1Y5I6P0_OSTTA	BE221DRAFT_187419	KZ155838;		
A0A1Y5IFS7	A0A1Y5IFS7_OSTTA	BE221DRAFT_144144	KZ155774;		
A0A1Y5IG71	A0A1Y5IG71_OSTTA	BE221DRAFT_90258	KZ155774;		
A0A1Y5IE81	A0A1Y5IE81_OSTTA	BE221DRAFT_74831	KZ155784;		
A0A090N3F5	A0A090N3F5_OSTTA	OT_ostta05g03000	CAID01000005;		
A0A1Y5IEZ9	A0A1Y5IEZ9_OSTTA	BE221DRAFT_195759	KZ155789;		
A0A1Y5IH79	A0A1Y5IH79_OSTTA	BE221DRAFT_189283	KZ155772;		
A0A096PAC4	A0A096PAC4_OSTTA	OT_ostta15g00450	CAID01000015;		
A0A1Y5I5Q3	A0A1Y5I5Q3_OSTTA	BE221DRAFT_187042	KZ155838;		
Q015Z8	Q015Z8_OSTTA	OT_ostta07g00070	CAID01000007;		
A0A090M131	A0A090M131_OSTTA	OT_ostta05g00980	CAID01000005;		
A0A1Y5IIZ7	A0A1Y5IIZ7_OSTTA	BE221DRAFT_6319	KZ155771;		
A0A1Y5I7P7	A0A1Y5I7P7_OSTTA	BE221DRAFT_78996	KZ155826;		
A0A090M071	A0A090M071_OSTTA	OT_ostta04g03690	CAID01000004;		
A0A1Y5I023	A0A1Y5I023_OSTTA	BE221DRAFT_104732	KZ155839;		
A0A454XRD8	A0A454XRD8_OSTTA	BE221DRAFT_205759	KZ155784;		
A0A1Y5IIA2	A0A1Y5IIA2_OSTTA	BE221DRAFT_66292	KZ155771;		
A0A1Y5IC82	A0A1Y5IC82_OSTTA	BE221DRAFT_148215	KZ155803;		
A0A1Y5ILK7	A0A1Y5ILK7_OSTTA	BE221DRAFT_190299	KZ155776;		
A0A096P9M7	A0A096P9M7_OSTTA	OT_ostta17g02340	CAID01000017;		
A0A454XKN5	A0A454XKN5_OSTTA	BE221DRAFT_73246	KZ155780;		
A0A1Y5I9J4	A0A1Y5I9J4_OSTTA	BE221DRAFT_205730	KZ155784;		
A0A090M8X4	A0A090M8X4_OSTTA	OT_ostta08g03440	CAID01000008;		
A0A090M7B4	A0A090M7B4_OSTTA	OT_ostta05g02350	CAID01000005;		
A0A1Y5HZF1	A0A1Y5HZF1_OSTTA	BE221DRAFT_2190	KZ155839;		
A0A1Y5ID25	A0A1Y5ID25_OSTTA	BE221DRAFT_193229	KZ155791;		
A0A1Y5IJ56	A0A1Y5IJ56_OSTTA	BE221DRAFT_70083	KZ155776;		
A0A454XPB9	A0A454XPB9_OSTTA	BE221DRAFT_20039	KZ155776;		
A0A1Y5I5Y2	A0A1Y5I5Y2_OSTTA	BE221DRAFT_187259	KZ155838;		
A0A1Y5IAJ8	A0A1Y5IAJ8_OSTTA	BE221DRAFT_74156	KZ155783;		
A0A1Y5I7L8	A0A1Y5I7L8_OSTTA	BE221DRAFT_81405	KZ155835;		
A0A454Y1D6	A0A454Y1D6_OSTTA	BE221DRAFT_192103	KZ155784;		
A0A1Y5INY3	A0A1Y5INY3_OSTTA	BE221DRAFT_16874	KZ155772;		
A0A1Y5IMZ8	A0A1Y5IMZ8_OSTTA	BE221DRAFT_188850	KZ155771;		
Q00XK3	Q00XK3_OSTTA	OT_ostta12g03030	CAID01000012;		
A0A1Y5I6M5	A0A1Y5I6M5_OSTTA	BE221DRAFT_147175	KZ155826;		
Q012Q8	Q012Q8_OSTTA	OT_ostta08g03960	CAID01000008;		
A0A1Y5IJG3	A0A1Y5IJG3_OSTTA	BE221DRAFT_67734	KZ155772;		
A0A090M2W2	A0A090M2W2_OSTTA	OT_ostta06g04550	CAID01000006;		
A0A090M527	A0A090M527_OSTTA	OT_ostta10g00770	CAID01000010;		
A0A1Y5I9T7	A0A1Y5I9T7_OSTTA	BE221DRAFT_205760	KZ155784;		
A0A096P833	A0A096P833_OSTTA	OT_ostta16g02020	CAID01000016;		
A0A454XLW2	A0A454XLW2_OSTTA	BE221DRAFT_194939	KZ155832;		
A0A090N332	A0A090N332_OSTTA	OT_ostta04g00330	CAID01000004;		
A0A096P7P8	A0A096P7P8_OSTTA	OT_ostta13g00750	CAID01000013;		
A0A090M679	A0A090M679_OSTTA	OT_ostta11g03220	CAID01000011;		
A0A090M6C9	A0A090M6C9_OSTTA	OT_ostta06g00700	CAID01000006;		
A0A1Y5I0V5	A0A1Y5I0V5_OSTTA	BE221DRAFT_195209	KZ155835;		
A0A1Y5I334	A0A1Y5I334_OSTTA	BE221DRAFT_199971	KZ155826;		
A0A454XXE8	A0A454XXE8_OSTTA	BE221DRAFT_61655	KZ155838;		
A0A090M3M8	A0A090M3M8_OSTTA	OT_ostta07g03880	CAID01000007;		
A0A1Y5I519	A0A1Y5I519_OSTTA	BE221DRAFT_148749	KZ155811;		
A0A1Y5IJ06	A0A1Y5IJ06_OSTTA	BE221DRAFT_106732	KZ155771;		
A0A1Y5I3I6	A0A1Y5I3I6_OSTTA	BE221DRAFT_194243	KZ155826;		
A0A090MDS1	A0A090MDS1_OSTTA	OT_ostta02g03030	CAID01000002;		
A0A454Y1W7	A0A454Y1W7_OSTTA	BE221DRAFT_206065	KZ155785;		
Q00V51	Q00V51_OSTTA	OT_ostta15g01510	CAID01000015;		
A0A090M617	A0A090M617_OSTTA	OT_ostta11g02440	CAID01000011;		
A0A096P8I6	A0A096P8I6_OSTTA	OT_ostta17g01480	CAID01000017;		
A0A090M495	A0A090M495_OSTTA	OT_ostta09g01750	CAID01000009;		
A0A090M2S7	A0A090M2S7_OSTTA	OT_ostta01g05050	CAID01000001;		
A0A090N4H7	A0A090N4H7_OSTTA	OT_ostta12g01780	CAID01000012;		
A0A090N4K8	A0A090N4K8_OSTTA	OT_ostta13g00640	CAID01000013;		
A0A090M888	A0A090M888_OSTTA	OT_ostta08g00780	CAID01000008;		
A0A090M0L4	A0A090M0L4_OSTTA	OT_ostta04g04590	CAID01000004;		
A0A096P9K1	A0A096P9K1_OSTTA	OT_ostta17g02020	CAID01000017;		
A0A096PAT9	A0A096PAT9_OSTTA	OT_ostta14g01950	CAID01000014;		
A0A090M3K2	A0A090M3K2_OSTTA	OT_ostta01g01720	CAID01000001;		
Q0P3H4	Q0P3H4_OSTTA	OtMtg00170	CR954200;	OtMtg00170	
A0A1Y5IHD9	A0A1Y5IHD9_OSTTA	BE221DRAFT_189371	KZ155772;		
A0A1Y5HYB2	A0A1Y5HYB2_OSTTA	BE221DRAFT_63729	KZ155839;		
A0A090M3D0	A0A090M3D0_OSTTA	OT_ostta01g00620	CAID01000001;		
A0A1Y5IED2	A0A1Y5IED2_OSTTA	BE221DRAFT_192035	KZ155783;		
A0A1Y5IIX3	A0A1Y5IIX3_OSTTA	BE221DRAFT_190416	KZ155776;		
A0A1Y5I3M1	A0A1Y5I3M1_OSTTA	BE221DRAFT_64677	KZ155840;		
A0A090M5U7	A0A090M5U7_OSTTA	OT_ostta11g01500	CAID01000011;		
Q01AQ0	Q01AQ0_OSTTA	OT_ostta04g03320	CAID01000004;		
A0A1Y5IG89	A0A1Y5IG89_OSTTA	BE221DRAFT_69085	KZ155774;		
A0A1Y5IHG7	A0A1Y5IHG7_OSTTA	BE221DRAFT_67293	KZ155772;		
A0A454XYR6	A0A454XYR6_OSTTA	BE221DRAFT_74232	KZ155783;		
A0A1Y5I6T1	A0A1Y5I6T1_OSTTA	BE221DRAFT_1800	KZ155838;		
A0A1Y5IDQ1	A0A1Y5IDQ1_OSTTA	BE221DRAFT_110743	KZ155777;		
A0A090N2Y2	A0A090N2Y2_OSTTA	OT_ostta03g03130	CAID01000003;		
